DOC.ID,Proj.ID,Lake.ID,Site,Date.Sample,Time.Sample,Depth.Class,Depth.Top..m.,Depth.Bot..m.,Rep,Comments,DOC_mgL,TN_mgL,flag
284,17,NG,DeepHole,6/20/2014,8:40,PML,0,0.5,2,,25.31022734,0.58301792,0
285,17,NG,DeepHole,6/20/2014,8:40,Hypo,3,3,1,,41.08197776,NA,0
286,17,NG,DeepHole,6/20/2014,8:40,Hypo,3,3,2,,38.75485917,NA,0
287,17,WA,DeepHole,6/20/2014,9:25,PML,0,1,1,,17.8689017,0.415560655,0
288,17,WA,DeepHole,6/20/2014,9:25,PML,0,1,2,,11.80906849,0.44068874,0
289,17,WA,DeepHole,6/20/2014,9:25,Hypo,4,4,1,,7.015231886,NA,0
290,17,WA,DeepHole,6/20/2014,9:25,Hypo,4,4,2,,7.895627075,NA,0
291,15,HB,WC2,6/20/2014,9:00,Surface,0,0,1,,23.03173483,NA,0
292,15,HB,WC2,6/20/2014,9:00,Surface,0,0,2,,25.31365153,NA,0
293,15,HB,DeepHole,6/24/2014,8:55,PML,0,0.5,1,,23.0505661,0.64043216,0
294,15,HB,DeepHole,6/24/2014,8:55,PML,0,0.5,2,,21.00778866,0.67939495,0
295,15,HB,DeepHole,6/24/2014,8:55,Hypo,5,5,1,,30.72063621,NA,0
296,15,HB,DeepHole,6/24/2014,8:55,Hypo,5,5,2,,33.08856438,NA,0
297,15,HB,Outlet,6/24/2014,9:30,Surface,0,0,1,,22.20272828,0.635677919,0
298,15,HB,Outlet,6/24/2014,9:30,Surface,0,0,2,,22.02537931,NA,0
299,15,HB,WC1,6/24/2014,9:30,Surface,0,0,1,,24.48999953,NA,0
300,15,HB,WC1,6/24/2014,9:30,Surface,0,0,2,,23.40188397,NA,0
301,15,HB,WC2,6/24/2014,9:30,Surface,0,0,1,,28.39103263,NA,0
302,15,HB,WC2,6/24/2014,9:30,Surface,0,0,2,,25.79336094,NA,0
303,15,HB,OWC1,6/24/2014,9:30,Surface,0,0,1,,21.32911441,NA,0
304,15,HB,OWC1,6/24/2014,9:30,Surface,0,0,2,,21.80546748,NA,0
305,15,CR,DeepHole,6/24/2014,10:20,PML,0,2.5,1,,4.523388044,NA,0
306,15,CR,DeepHole,6/24/2014,10:20,PML,0,2.5,2,,5.209383034,NA,0
307,15,CR,DeepHole,6/24/2014,10:20,Hypo,10,10,1,,6.523418719,0.468506304,0
308,15,CR,DeepHole,6/24/2014,10:20,Hypo,10,10,2,,6.852080238,NA,0
309,15,CR,Outlet,6/24/2014,11:15,Surface,0,0,1,,5.55759893,0.270365206,0
310,15,CR,Outlet,6/24/2014,11:15,Surface,0,0,2,,4.095112437,NA,0
311,15,CR,WC1,6/24/2014,10:00,Surface,0,0,1,,17.43210533,NA,0
312,15,CR,WC1,6/24/2014,10:00,Surface,0,0,2,,21.09039852,NA,0
313,15,CR,OWC1,6/24/2014,10:00,Surface,0,0,1,,5.491498971,NA,0
314,15,CR,OWC1,6/24/2014,10:00,Surface,0,0,2,,5.499224648,NA,0
315,3,WL,DeepHole,6/25/2014,8:40,PML,0,1.5,1,,6.785584834,NA,0
316,3,WL,DeepHole,6/25/2014,8:40,PML,0,1.5,2,,6.820499889,0.277947538,0
317,3,WL,DeepHole,6/25/2014,8:40,Hypo,8,8,1,,7.157926091,NA,0
318,3,WL,DeepHole,6/25/2014,8:40,Hypo,8,8,2,,6.434457386,NA,0
319,3,EL,DeepHole,6/25/2014,10:30,PML,0,1,1,,10.54854693,0.354287571,0
320,3,EL,DeepHole,6/25/2014,10:30,PML,0,1,2,,10.62984877,NA,0
321,3,EL,DeepHole,6/25/2014,10:30,Hypo,8,8,1,,13.55362169,NA,0
322,3,EL,DeepHole,6/25/2014,10:30,Hypo,8,8,2,,11.84761389,NA,0
323,3,EL,Outlet,6/25/2014,11:15,Surface,0,0,1,,10.07264469,NA,0
324,3,EL,Outlet,6/25/2014,11:15,Surface,0,0,2,,8.414084725,0.292148284,0
325,3,EL,Inlet1,6/25/2014,11:45,Surface,0,0,1,,77.76052702,NA,0
326,3,EL,Inlet1,6/25/2014,11:45,Surface,0,0,2,,78.47001653,NA,0
327,15,MO,DeepHole,6/26/2014,8:55,PML,0,1,1,,15.51692993,0.498309551,0
328,15,MO,DeepHole,6/26/2014,8:55,PML,0,1,2,,17.50036721,0.503288807,0
329,15,MO,DeepHole,6/26/2014,8:55,Hypo,5,5,1,,15.26198274,NA,0
330,15,MO,DeepHole,6/26/2014,8:55,Hypo,5,5,2,,11.25970281,NA,0
331,15,MO,Outlet,6/26/2014,9:45,Surface,0,0,1,,18.52858509,NA,0
332,15,MO,Outlet,6/26/2014,9:45,Surface,0,0,2,,17.70944482,NA,0
333,15,MO,Inlet1,6/26/2014,10:20,Surface,0,0,1,,10.11181807,NA,0
334,15,MO,Inlet1,6/26/2014,10:20,Surface,0,0,2,,10.08919961,NA,0
335,15,MO,Inlet2,6/26/2014,10:45,Surface,0,0,1,,27.72884563,NA,0
336,15,MO,Inlet2,6/26/2014,10:45,Surface,0,0,2,,27.66643715,NA,0
337,15,MO,Inlet3,6/26/2014,10:00,Surface,0,0,1,,49.79553814,NA,0
338,15,MO,Inlet3,6/26/2014,10:00,Surface,0,0,2,,50.68597845,NA,0
339,15,HB,WC1,6/30/2014,15:30,Surface,0,0,1,,22.15648393,0.618966812,0
340,15,HB,WC1,6/30/2014,15:30,Surface,0,0,2,,27.46405296,NA,0
341,15,HB,WC2,6/30/2014,15:30,Surface,0,0,1,,23.7737169,NA,0
342,15,HB,WC2,6/30/2014,15:30,Surface,0,0,2,,26.23036347,NA,0
343,15,HB,OWC1,6/30/2014,15:30,Surface,0,0,1,,21.84116471,0.603102252,0
344,15,HB,OWC1,6/30/2014,15:30,Surface,0,0,2,,21.25284151,NA,0
345,15,CR,WC1,6/30/2014,9:00,Surface,0,0,1,,69.58029577,NA,0
346,15,CR,WC1,6/30/2014,9:00,Surface,0,0,2,,70.14482942,NA,0
347,15,CR,OWC1,6/30/2014,9:00,Surface,0,0,1,,6.327977016,0.406006273,0
348,15,CR,OWC1,6/30/2014,9:00,Surface,0,0,2,,8.285777788,NA,0
349,15,HB,DeepHole,7/1/2014,8:50,PML,0,0.5,1,,22.46844759,0.564811058,0
350,15,HB,DeepHole,7/1/2014,8:50,PML,0,0.5,2,,22.84714602,NA,0
351,15,HB,DeepHole,7/1/2014,8:50,Hypo,5,5,1,,30.28509672,NA,0
352,15,HB,DeepHole,7/1/2014,8:50,Hypo,5,5,2,,28.93339545,1.651928027,0
353,15,HB,Outlet,7/1/2014,9:25,Surface,0,0,1,,23.88374878,NA,0
354,15,HB,Outlet,7/1/2014,9:25,Surface,0,0,2,,22.5056727,NA,0
355,15,CR,DeepHole,7/1/2014,10:30,PML,0,3,1,,4.696402618,NA,0
356,15,CR,DeepHole,7/1/2014,10:30,PML,0,3,2,,5.314123392,NA,0
357,15,CR,DeepHole,7/1/2014,10:30,Hypo,10,10,1,,4.503875657,NA,0
358,15,CR,DeepHole,7/1/2014,10:30,Hypo,10,10,2,,4.672351502,NA,0
359,15,CR,Outlet,7/1/2014,11:20,Surface,0,0,1,,4.846935073,NA,0
360,15,CR,Outlet,7/1/2014,11:20,Surface,0,0,2,,4.953706052,0.271939505,0
361,3,WL,DeepHole,7/2/2014,9:00,PML,0,2,1,,7.484188305,NA,0
362,3,WL,DeepHole,7/2/2014,9:00,PML,0,2,2,,7.952365859,NA,0
363,3,WL,DeepHole,7/2/2014,9:00,Hypo,8,8,1,,5.58821108,NA,0
364,3,WL,DeepHole,7/2/2014,9:00,Hypo,8,8,2,,6.071909043,NA,0
365,3,EL,DeepHole,7/2/2014,10:15,PML,0,1.5,1,,11.62328193,0.363088023,0
366,3,EL,DeepHole,7/2/2014,10:15,PML,0,1.5,2,,11.20928984,NA,0
367,3,EL,DeepHole,7/2/2014,10:15,Hypo,8,8,1,,13.43365778,NA,0
368,3,EL,DeepHole,7/2/2014,10:15,Hypo,8,8,2,,12.57939698,NA,0
369,3,EL,Outlet,7/2/2014,11:15,Surface,0,0,1,,12.09905935,NA,0
370,3,EL,Outlet,7/2/2014,11:15,Surface,0,0,2,,10.34368277,NA,0
371,3,EL,Inlet1,7/2/2014,11:30,Surface,0,0,1,,72.14780086,NA,0
372,3,EL,Inlet1,7/2/2014,11:30,Surface,0,0,2,,68.96009456,1.388662825,0
373,15,MO,DeepHole,7/3/2014,8:45,PML,0,1,1,,17.45257345,0.519728298,0
374,15,MO,DeepHole,7/3/2014,8:45,PML,0,1,2,,18.06954182,0.474096512,0
375,15,MO,DeepHole,7/3/2014,8:45,Hypo,5,5,1,,18.42964428,NA,0
376,15,MO,DeepHole,7/3/2014,8:45,Hypo,5,5,2,,15.18283736,NA,0
377,15,MO,Outlet,7/3/2014,9:30,Surface,0,0,1,,17.58745674,NA,0
378,15,MO,Outlet,7/3/2014,9:30,Surface,0,0,2,,16.82605564,NA,0
379,15,MO,Inlet1,7/3/2014,10:30,Surface,0,0,1,,11.25004374,0.506273945,0
380,15,MO,Inlet1,7/3/2014,10:30,Surface,0,0,2,,12.53304408,NA,0
381,15,MO,Inlet2,7/3/2014,11:00,Surface,0,0,1,,63.14247783,NA,0
382,15,MO,Inlet2,7/3/2014,11:00,Surface,0,0,2,,67.23002641,NA,0
383,15,MO,Inlet3,7/3/2014,9:35,Surface,0,0,1,,33.44922817,0.928699478,0
384,15,MO,Inlet3,7/3/2014,9:35,Surface,0,0,2,,30.25998296,NA,0
385,19,RS,DeepHole,7/3/2014,9:15,PML,0,1.5,1,,17.62311755,0.523638623,0
386,19,RS,DeepHole,7/3/2014,9:15,PML,0,1.5,2,,17.85609388,NA,0
387,19,HE,DeepHole,7/3/2014,10:00,PML,0,1,1,,27.74836557,NA,0
388,19,HE,DeepHole,7/3/2014,10:00,PML,0,1,2,,25.86403529,NA,0
389,19,MC,DeepHole,7/3/2014,11:00,PML,0,3.5,1,,12.97053056,NA,0
390,19,MC,DeepHole,7/3/2014,11:00,PML,0,3.5,2,,16.19919088,NA,0
391,19,TF,DeepHole,7/3/2014,14:45,PML,0,2.5,1,,10.40052872,0.539657429,0
392,19,TF,DeepHole,7/3/2014,14:45,PML,0,2.5,2,,10.44825626,NA,0
393,19,DW,DeepHole,7/3/2014,13:30,PML,0,1,1,,11.18287592,0.415219062,0
394,19,DW,DeepHole,7/3/2014,13:30,PML,0,1,2,,11.01559585,NA,0
395,19,BH,DeepHole,7/4/2014,11:00,PML,0,3.5,1,,12.41302051,NA,0
396,19,BH,DeepHole,7/4/2014,11:00,PML,0,3.5,2,,12.62010644,0.5934894,0
397,19,ER,DeepHole,7/4/2014,12:30,PML,0,5,1,,6.365800012,NA,0
398,19,ER,DeepHole,7/4/2014,12:30,PML,0,5,2,,7.03038732,NA,0
399,19,AQ,DeepHole,7/4/2014,13:45,PML,0,3.5,1,,6.857830509,NA,0
400,19,AQ,DeepHole,7/4/2014,13:45,PML,0,3.5,2,,8.309319754,NA,0
401,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, no glu 1",19.86076873,NA,0
402,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, no glu 1",18.6919547,NA,0
403,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, no glu 2",14.1513648,0.583144143,0
404,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, no glu 2",15.22780953,NA,0
405,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, no glu 3",14.98309644,0.579163847,0
406,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, no glu 3",16.14954076,NA,0
407,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, .25 1",16.43304938,NA,0
408,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, .25 1",13.95635061,NA,0
409,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, .25 2",15.6044752,NA,0
410,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, .25 2",16.75250203,NA,0
411,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, .25 3",16.41534506,NA,0
412,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, .25 3",16.19932418,NA,0
413,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 1.0 1",17.11103878,NA,0
414,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 1.0 1",16.21758638,0.605397619,0
415,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 1.0 2",13.17412268,0.401584834,0
416,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 1.0 2",17.7033736,0.520068327,0
417,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 1.0 3",17.09171076,NA,0
418,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 1.0 3",17.22204484,NA,0
419,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 2.25 1",19.09280643,0.455836997,0
420,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 2.25 1",17.47557335,NA,0
421,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 2.25 2",19.80897453,NA,0
422,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 2.25 2",19.5826439,0.548587933,0
423,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 2.25 3",21.12045913,NA,0
424,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 2.25 3",20.56694606,NA,0
425,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 4.0 1",21.79401826,NA,0
426,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 4.0 1",22.76954337,0.76604009,0
427,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 4.0 2",26.57967568,0.619147734,0
428,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 4.0 2",28.55298807,0.751287512,0
429,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"MO, 4.0 3",30.30720191,NA,0
430,21,MO,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"MO, 4.0 3",27.47956343,0.457214111,0
431,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, no glu 1",10.97311253,0.374492613,0
432,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, no glu 1",10.14797812,NA,0
433,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, no glu 2",8.992046501,NA,0
434,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, no glu 2",10.3011684,NA,0
435,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, no glu 3",12.73436511,NA,0
436,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, no glu 3",8.783261007,NA,0
437,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, .25 1",11.04320953,NA,0
438,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, .25 1",9.93659457,0.259011666,0
439,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, .25 2",10.21611396,NA,0
440,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, .25 2",9.916213943,NA,0
441,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, .25 3",10.21366654,NA,0
442,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, .25 3",10.25787732,NA,0
443,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 1.0 1",12.92779092,NA,0
444,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 1.0 1",12.48009691,0.367811681,0
445,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 1.0 2",13.65187571,NA,0
446,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 1.0 2",13.52554135,NA,0
447,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 1.0 3",12.34526946,NA,0
448,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 1.0 3",11.26485088,0.3330006,0
449,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 2.25 1",23.68286724,0.4364154,0
450,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 2.25 1",25.94991677,NA,0
451,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 2.25 2",25.62138964,NA,0
452,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 2.25 2",23.99876871,NA,0
453,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 2.25 3",24.91928396,NA,0
454,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 2.25 3",26.99262214,NA,0
455,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 4.0 1",27.82003605,NA,0
456,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 4.0 1",27.75992779,NA,0
457,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 4.0 2",25.46911137,0.444068965,0
458,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 4.0 2",29.22373576,NA,0
459,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"EL, 4.0 3",24.1917241,0.491235478,0
460,21,EL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"EL, 4.0 3",25.71231833,NA,0
461,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"WL, no glu 1",6.613916107,0.293509615,0
462,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"WL, no glu 1",4.7304975,NA,0
463,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"WL, no glu 2",5.73672885,NA,0
464,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"WL, no glu 2",10.05979748,NA,0
465,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"WL, no glu 3",3.315798677,NA,0
466,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"WL, no glu 3",6.17212833,NA,0
467,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"WL, .25 1",6.205054883,NA,0
468,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"WL, .25 1",8.047719887,NA,0
469,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,1,"WL, .25 2",6.638473785,NA,0
470,21,WL,DeepHole,7/7/2014,10:45,point,0.5,0.5,2,"WL, .25 2",6.183154977,NA,0
471,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, .25 3",5.951791335,NA,0
472,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, .25 3",6.443546188,NA,0
473,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 1.0 1",6.96433459,NA,0
474,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 1.0 1",7.628726077,NA,0
475,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 1.0 2",7.565707826,NA,0
476,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 1.0 2",7.460830249,0.284788684,0
477,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 1.0 3",6.791016946,0.235451129,0
478,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 1.0 3",7.688518432,NA,0
479,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 2.25 1",13.80918244,NA,0
480,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 2.25 1",14.92362608,NA,0
481,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 2.25 2",8.261530932,NA,0
482,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 2.25 2",8.751639571,NA,0
483,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 2.25 3",10.7596855,NA,0
484,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 2.25 3",10.61519459,0.293740402,0
485,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 4.0 1",25.79336094,NA,0
486,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 4.0 1",21.23483992,NA,0
487,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 4.0 2",15.75866021,NA,0
488,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,2,"WL, 4.0 2",15.63033214,NA,0
489,21,WL,DeepHole,7/7/2014,10:54,point,0.5,0.5,1,"WL, 4.0 3",16.05900958,NA,0
490,21,WL,DeepHole,7/7/2014,10:57,point,0.5,0.5,2,"WL, 4.0 3",17.035637,NA,0
491,19,BV,DeepHole,7/7/2014,9:30,PML,0,6,1,,4.188756743,0.289308179,0
492,19,BV,DeepHole,7/7/2014,9:30,PML,0,6,2,,3.526354904,NA,0
493,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,no glu 1,12.40430204,0.67794688,0
494,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,no glu 1,26.70053302,NA,0
495,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,no glu 2,9.742960409,NA,0
496,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,no glu 2,13.53173665,0.416514457,0
497,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,no glu 3,12.4263419,NA,0
498,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,no glu 3,18.09523588,NA,0
499,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,0.25 1,14.24605129,NA,0
500,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,0.25 1,19.58056521,NA,0
501,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,0.25 2,17.05281867,NA,0
502,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,0.25 2,19.11917122,NA,0
503,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,0.25 3,14.06787872,NA,0
504,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,0.25 3,9.13025421,NA,0
505,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,1.0 1,15.00032876,NA,0
506,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,1.0 1,23.28529534,NA,0
507,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,1.0 2,23.11804892,NA,0
508,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,1.0 2,14.90508299,NA,0
509,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,1.0 3,16.19375453,0.445534437,0
510,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,1.0 3,18.30686136,NA,0
511,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,2.25 1,26.80708648,NA,0
512,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,2.25 1,27.11465099,0.605206939,0
513,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,2.25 2,21.47763218,NA,0
514,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,2.25 2,23.19365409,NA,0
515,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,2.25 3,24.96711482,NA,0
516,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,2,2.25 3,25.71408041,NA,0
517,21,HB,DeepHole,7/8/2014,10:30,point,0.5,0.5,1,4.0 1,33.68213923,NA,0
518,21,HB,DeepHole,7/8/2014,10:41,point,0.5,0.5,2,4.0 1,37.48413066,NA,0
519,21,HB,DeepHole,7/8/2014,10:41,point,0.5,0.5,1,4.0 2,19.89759522,NA,0
520,21,HB,DeepHole,7/8/2014,10:41,point,0.5,0.5,2,4.0 2,20.76470377,0.501982279,0
521,21,HB,DeepHole,7/8/2014,10:41,point,0.5,0.5,1,4.0 3,25.69527057,NA,0
522,21,HB,DeepHole,7/8/2014,10:41,point,0.5,0.5,2,4.0 3,29.39451858,NA,0
523,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,"CR, no glu 1",2.659169076,0.130005477,0
524,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,"CR, no glu 1",4.426013685,0.375624341,0
525,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,"CR, no glu 2",3.144158867,NA,0
526,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,"CR, no glu 2",4.408666691,NA,0
526,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,"CR, no glu 2",3.342858972,NA,0
528,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,"CR, no glu 3",4.660078547,0.314297222,0
529,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,CR 0.25 1,4.738486778,NA,0
530,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,CR 0.25 1,4.232738904,NA,0
531,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,CR 0.25 2,4.154646103,NA,0
532,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,0.25 2,4.290165775,NA,0
533,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,0.25 3 ,6.747992348,NA,0
535,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,1.0 1,5.695424686,NA,0
536,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,1.0 1,4.971176809,NA,0
537,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,1.0 2,7.933689185,NA,0
539,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,1.0 3,5.36435256,NA,0
540,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,1.0 3,6.997373948,NA,0
541,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,2.25 1,12.69555171,NA,0
543,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,2.25 2,10.67497111,NA,0
544,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,2.25 2,10.0122589,NA,0
545,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,2.25 3 ,13.69931308,NA,0
546,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,2.25 3,11.19921241,NA,0
547,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,4.0 1,19.91024086,NA,0
548,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,4.0 1,18.15515073,NA,0
549,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,4.0 2,18.22923455,NA,0
550,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,4.0 2,20.78144693,NA,0
551,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,1,4.0 3,17.95373673,NA,0
552,21,CR,DeepHole,7/8/2014,10:42,point,0.5,0.5,2,4.0 3,14.24543864,NA,0
553,15,CR,WC2,7/8/2014,2:45,Surface,0,0,1,,18.83612884,NA,0
