DOC.ID,Proj.ID,Lake.ID,Site,Date.Sample,Time.Sample,Depth.Class,Depth.Top..m.,Depth.Bot..m.,Rep,Comments,DOC_mgL,TN_mgL,flag
554,15,CR,WC2,7/8/2014,2:45,Surface,0,0,2,,18.89091072,NA,0
555,15,CR,OWC2,7/8/2014,2:45,Surface,0,0,1,,4.913457226,NA,0
556,15,CR,OWC2,7/8/2014,2:45,Surface,0,0,2,,5.528297166,0.292318751,0
557,17,CB,DeepHole,7/9/2014,9:00,PML,0,2,1,,22.30679247,NA,0
558,17,CB,DeepHole,7/9/2014,9:00,PML,0,2,2,,23.96614718,NA,0
559,17,CB,DeepHole,7/9/2014,9:30,Hypo,4.5,4.5,1,,22.2083568,NA,0
560,17,CB,DeepHole,7/9/2014,9:30,Hypo,4.5,4.5,2,,22.40321017,0.81106028,0
561,3,WL,DeepHole,7/9/2014,9:10,PML,0,2,1,,6.663495217,NA,0
562,3,WL,DeepHole,7/9/2014,9:10,PML,0,2,2,,5.100688345,NA,0
563,3,WL,DeepHole,7/9/2014,9:10,Hypo,8,8,1,,6.648763442,0.408708995,0
564,3,WL,DeepHole,7/9/2014,9:10,Hypo,8,8,2,,6.22965716,0.411249611,0
565,3,EL,DeepHole,7/9/2014,10:20,PML,0,2,1,,11.03066498,NA,0
566,3,EL,DeepHole,7/9/2014,10:20,PML,0,2,2,,10.41516065,NA,0
567,3,EL,DeepHole,7/9/2014,10:20,Hypo,8,8,1,,9.816529396,0.521122235,0
568,3,EL,DeepHole,7/9/2014,10:20,Hypo,8,8,2,,12.61257905,0.633863378,0
569,3,EL,Outlet,7/9/2014,11:30,Surface,0,0,1,,10.06380327,0.354834331,0
570,3,EL,Outlet,7/9/2014,11:30,Surface,0,0,2,,9.097190915,NA,0
571,3,EL,Inlet1,7/9/2014,11:45,Surface,0,0,1,,79.30226966,NA,0
572,3,EL,Inlet1,7/9/2014,11:45,Surface,0,0,2,,76.32058195,NA,0
573,15,HB,DeepHole,7/10/2014,8:45,PML,0,0.5,1,,22.69508379,0.664740222,0
574,15,HB,DeepHole,7/10/2014,8:45,PML,0,0.5,2,,21.60835133,0.634164308,0
575,15,HB,DeepHole,7/10/2014,8:45,Hypo,5,5,1,,24.59190628,NA,0
575,15,HB,DeepHole,7/10/2014,8:45,Hypo,5,5,1,,25.66909081,NA,0
576,15,HB,DeepHole,7/10/2014,8:45,Hypo,5,5,2,,28.88600823,NA,0
578,15,HB,Outlet,7/10/2014,9:30,Surface,0,0,2,,24.9501665,NA,0
579,15,HB,WC1,7/10/2014,9:30,Surface,0,0,1,,18.5588,NA,0
580,15,HB,WC1,7/10/2014,9:30,Surface,0,0,2,,25.66285561,NA,0
581,15,HB,WC2,7/10/2014,9:30,Surface,0,0,1,,24.60495897,NA,0
582,15,HB,WC2,7/10/2014,9:30,Surface,0,0,2,,19.61186484,NA,0
583,15,CR,DeepHole,7/10/2014,10:25,PML,0,3,1,,5.057242693,0.35103423,0
584,15,CR,DeepHole,7/10/2014,10:25,PML,0,3,2,,5.276226192,0.279685381,0
585,15,CR,DeepHole,7/10/2014,10:25,Hypo,10,10,1,,4.524807998,NA,0
586,15,CR,DeepHole,7/10/2014,10:25,Hypo,10,10,2,,4.689824505,NA,0
587,15,CR,Outlet,7/10/2014,11:15,Surface,0,0,1,,4.52482385,NA,0
588,15,CR,Outlet,7/10/2014,11:15,Surface,0,0,2,,4.731002833,NA,0
589,15,CR,WC1,7/10/2014,10:00,Surface,0,0,1,,49.37722542,1.096602394,0
590,15,CR,WC1,7/10/2014,10:00,Surface,0,0,2,,67.57393415,NA,0
591,15,CR,WC2,7/10/2014,10:00,Surface,0,0,1,,13.9920039,0.431198317,0
592,15,CR,WC2,7/10/2014,10:00,Surface,0,0,2,,22.72696909,NA,0
593,17,NG,DeepHole,7/10/2014,8:55,PML,0,0.5,1,,26.69746969,NA,0
594,17,NG,DeepHole,7/10/2014,8:55,PML,0,0.5,2,,17.30465496,0.454599712,0
595,17,NG,DeepHole,7/10/2014,8:55,Hypo,3,3,1,,41.31369967,0.945103594,0
596,17,NG,DeepHole,7/10/2014,8:55,Hypo,3,3,2,,41.65340212,NA,0
597,17,WA,DeepHole,7/10/2014,9:45,PML,0,1,1,,10.94991129,NA,0
598,17,WA,DeepHole,7/10/2014,9:45,PML,0,1,2,,8.397177162,NA,0
599,17,WA,DeepHole,7/10/2014,9:45,Hypo,4.5,4.5,1,,7.688259386,NA,0
600,17,WA,DeepHole,7/10/2014,9:45,Hypo,4.5,4.5,2,,7.337220318,NA,0
601,17,BO,DeepHole,7/10/2014,10:36,PML,0,0.5,1,,21.47341664,NA,0
602,17,BO,DeepHole,7/10/2014,10:36,PML,0,0.5,2,,21.44000768,NA,0
603,17,BO,DeepHole,7/10/2014,10:36,Hypo,3,3,1,,8.401137635,NA,0
604,17,BO,DeepHole,7/10/2014,10:36,Hypo,3,3,2,,8.54831369,NA,0
605,15,MO,DeepHole,7/11/2014,8:50,PML,0,1,1,,17.43020893,NA,0
606,15,MO,DeepHole,7/11/2014,8:50,PML,0,1,2,,16.73795768,NA,0
607,15,MO,DeepHole,7/11/2014,8:50,Hypo,5,5,1,,16.34087614,NA,0
608,15,MO,DeepHole,7/11/2014,8:50,Hypo,5,5,2,,14.42367017,1.350982126,0
609,15,MO,Outlet,7/11/2014,9:30,Surface,0,0,1,,13.61598288,NA,0
610,15,MO,Outlet,7/11/2014,9:30,Surface,0,0,2,,18.77515864,0.793396513,0
611,15,MO,Inlet1,7/11/2014,10:05,Surface,0,0,1,,14.71233102,0.55747143,0
612,15,MO,Inlet1,7/11/2014,10:05,Surface,0,0,2,,11.05520474,NA,0
613,15,MO,Inlet2,7/11/2014,10:15,Surface,0,0,1,,25.30528825,NA,0
614,15,MO,Inlet2,7/11/2014,10:15,Surface,0,0,2,,28.4661923,NA,0
615,15,MO,Inlet3,7/11/2014,9:50,Surface,0,0,1,,55.83089097,1.400371387,0
616,15,MO,Inlet3,7/11/2014,9:50,Surface,0,0,2,,68.90804748,NA,0
617,17,BA,DeepHole,7/11/2014,9:00,PML,0,4,1,,6.391572571,NA,0
618,17,BA,DeepHole,7/11/2014,9:00,PML,0,4,2,,9.43436503,NA,0
619,17,BA,DeepHole,7/11/2014,9:00,Hypo,6.5,6.5,1,,9.785181565,NA,0
620,17,BA,DeepHole,7/11/2014,9:00,Hypo,6.5,6.5,2,,5.746538269,NA,0
621,17,BR,DeepHole,7/11/2014,10:15,PML,0,2,1,,10.29105224,NA,0
622,17,BR,DeepHole,7/11/2014,10:15,PML,0,2,2,,13.77075705,NA,0
623,17,BR,DeepHole,7/11/2014,10:15,Hypo,4.5,4.5,1,,9.874112927,0.582114192,0
624,17,BR,DeepHole,7/11/2014,10:15,Hypo,4.5,4.5,2,,16.42635592,NA,0
625,15,CR,DeepHole,7/15/2014,10:15,PML,0,3.5,1,,7.92057855,NA,0
626,15,CR,DeepHole,7/15/2014,10:15,PML,0,3.5,2,,5.092985549,NA,0
627,15,CR,DeepHole,7/15/2014,10:15,Hypo,10,10,1,,4.4587179,NA,0
628,15,CR,DeepHole,7/15/2014,10:15,Hypo,10,10,2,,5.309997809,NA,0
629,15,CR,Outlet,7/15/2014,11:45,Surface,0,0,1,,4.826242171,0.408506087,0
630,15,CR,Outlet,7/15/2014,11:45,Surface,0,0,2,,5.496588888,NA,0
631,15,CR,WC1,7/15/2014,10:00,Surface,0,0,1,,54.20663672,NA,0
632,15,CR,WC1,7/15/2014,10:00,Surface,0,0,2,,59.57739066,NA,0
633,15,CR,WC2,7/15/2014,10:00,Surface,0,0,1,,19.38722271,0.618424044,0
634,15,CR,WC2,7/15/2014,10:00,Surface,0,0,2,,20.3923191,NA,0
635,15,HB,DeepHole,7/15/2014,14:30,PML,0,0.5,1,,25.23485163,NA,0
636,15,HB,DeepHole,7/15/2014,14:30,PML,0,0.5,2,,25.13709003,0.684811996,0
637,15,HB,DeepHole,7/15/2014,14:30,Hypo,5,5,1,,29.42966687,NA,0
638,15,HB,DeepHole,7/15/2014,14:30,Hypo,5,5,2,,30.04385894,NA,0
639,15,HB,Outlet,7/15/2014,15:30,Surface,0,0,1,,25.69386636,0.867577161,0
640,15,HB,Outlet,7/15/2014,15:30,Surface,0,0,2,,24.71526409,NA,0
641,15,HB,WC1,7/15/2014,15:30,Surface,0,0,1,,32.49765068,NA,0
642,15,HB,WC1,7/15/2014,15:30,Surface,0,0,2,,26.70387164,NA,0
643,15,HB,WC2,7/15/2014,15:30,Surface,0,0,1,,30.95249985,NA,0
644,15,HB,WC2,7/15/2014,15:30,Surface,0,0,2,,28.65989292,NA,0
645,3,WL,DeepHole,7/16/2014,8:45,PML,0,2.5,1,,6.648053287,NA,0
646,3,WL,DeepHole,7/16/2014,8:45,PML,0,2.5,2,,6.172402658,NA,0
647,3,WL,DeepHole,7/16/2014,8:45,Hypo,8,8,1,,7.507740145,NA,0
648,3,WL,DeepHole,7/16/2014,8:45,Hypo,8,8,2,,7.828417322,NA,0
649,3,EL,DeepHole,7/16/2014,10:00,PML,0,2,1,,9.576408252,NA,0
650,3,EL,DeepHole,7/16/2014,10:00,PML,0,2,2,,10.91567977,NA,0
651,3,EL,DeepHole,7/16/2014,10:00,Hypo,8,8,1,,13.7710135,NA,0
652,3,EL,DeepHole,7/16/2014,10:00,Hypo,8,8,2,,12.25012166,NA,0
653,3,EL,Outlet,7/16/2014,11:00,Surface,0,0,1,,10.45905697,0.389539685,0
654,3,EL,Outlet,7/16/2014,11:00,Surface,0,0,2,,10.13683846,0.379079147,0
655,3,EL,Inlet1,7/16/2014,11:25,Surface,0,0,1,,80.27007379,NA,0
656,3,EL,Inlet1,7/16/2014,11:25,Surface,0,0,2,,78.79258212,NA,0
657,15,MO,DeepHole,7/17/2014,8:45,PML,0,1,1,,21.15918704,NA,0
658,15,MO,DeepHole,7/17/2014,8:45,PML,0,1,2,,18.53789355,NA,0
659,15,MO,DeepHole,7/17/2014,8:45,Hypo,5,5,1,,13.84794023,NA,0
660,15,MO,DeepHole,7/17/2014,8:45,Hypo,5,5,2,,19.13074768,NA,0
661,15,MO,Outlet,7/17/2014,9:50,Surface,0,0,1,,18.24344697,NA,0
661,15,MO,Outlet,7/17/2014,9:50,Surface,0,0,1,,18.10175357,NA,0
663,15,MO,Inlet1,7/17/2014,10:05,Surface,0,0,1,,10.06354654,NA,0
664,15,MO,Inlet1,7/17/2014,10:05,Surface,0,0,2,,10.17234671,0.526188834,0
665,15,MO,Inlet2,7/17/2014,10:20,Surface,0,0,1,,29.77355038,0.885322448,0
666,15,MO,Inlet2,7/17/2014,10:20,Surface,0,0,2,,31.2226205,NA,0
667,15,MO,Inlet3,7/17/2014,9:55,Surface,0,0,1,,60.03482969,1.573695208,0
668,15,MO,Inlet3,7/17/2014,9:55,Surface,0,0,2,,60.95473918,1.611688947,0
669,15,HB,DeepHole,7/21/2014,8:50,PML,0,0.5,1,,25.11809045,0.615598959,0
670,15,HB,DeepHole,7/21/2014,8:50,PML,0,0.5,2,,24.27273661,NA,0
671,15,HB,DeepHole,7/21/2014,8:50,Hypo,5,5,1,,31.08062505,NA,0
672,15,HB,DeepHole,7/21/2014,8:50,Hypo,5,5,2,,32.54549712,NA,0
673,15,HB,Outlet,7/21/2014,9:35,Surface,0,0,1,,27.79365865,NA,0
674,15,HB,Outlet,7/21/2014,9:35,Surface,0,0,2,,30.77726285,NA,0
675,15,HB,WC1,7/21/2014,9:35,Surface,0,0,1,,20.73197413,NA,0
676,15,HB,WC1,7/21/2014,9:35,Surface,0,0,2,,27.02812316,0.620546664,0
677,15,HB,WC2,7/21/2014,9:35,Surface,0,0,1,,23.02707595,NA,0
678,15,HB,WC2,7/21/2014,9:35,Surface,0,0,2,,25.46978983,NA,0
679,15,HB,Wetland,7/21/2014,9:35,Surface,0,0,1,* near WC1,44.30848559,NA,0
680,15,HB,Wetland,7/21/2014,9:35,Surface,0,0,2,* near WC1,47.34134115,NA,0
681,15,CR,DeepHole,7/21/2014,11:45,PML,0,2.5,1,,5.365990839,0.302985545,0
682,15,CR,DeepHole,7/21/2014,11:45,PML,0,2.5,2,,5.308354715,NA,0
683,15,CR,DeepHole,7/21/2014,11:45,Hypo,10,10,1,,4.579654222,NA,0
683,15,CR,DeepHole,7/21/2014,11:45,Hypo,10,10,1,,3.74780727,NA,0
685,15,CR,Outlet,7/21/2014,12:45,Surface,0,0,1,,4.463436506,NA,0
686,15,CR,Outlet,7/21/2014,12:45,Surface,0,0,2,,4.123548705,0.239579053,0
687,15,CR,WC1,7/21/2014,11:30,Surface,0,0,1,,26.53338334,NA,0
688,15,CR,WC1,7/21/2014,11:30,Surface,0,0,2,,19.97953437,NA,0
689,15,CR,WC2,7/21/2014,11:30,Surface,0,0,1,,15.20969651,NA,0
690,15,CR,WC2,7/21/2014,11:30,Surface,0,0,2,,15.15853622,NA,0
691,15,CR,Wetland,7/21/2014,11:30,Surface,0,0,1,* near WC1,27.07019476,0.735919821,0
692,15,CR,Wetland,7/21/2014,11:30,Surface,0,0,2,* near WC1,27.74288173,NA,0
693,3,WL,DeepHole,7/23/2014,9:15,PML,0,2.5,1,,6.839334211,NA,0
694,3,WL,DeepHole,7/23/2014,9:15,PML,0,2.5,2,,6.722023225,0.337017081,0
695,3,WL,DeepHole,7/23/2014,9:15,Hypo,8,8,1,,8.494849691,NA,0
696,3,WL,DeepHole,7/23/2014,9:15,Hypo,8,8,2,,6.819219431,NA,0
697,3,EL,DeepHole,7/23/2014,10:20,PML,0,1.5,1,,9.452550281,0.338204237,0
698,3,EL,DeepHole,7/23/2014,10:20,PML,0,1.5,2,,8.649656754,0.352014561,0
699,3,EL,DeepHole,7/23/2014,10:20,Hypo,8,8,1,,13.30193739,NA,0
700,3,EL,DeepHole,7/23/2014,10:20,Hypo,8,8,2,,11.56963098,NA,0
701,3,EL,Outlet,7/23/2014,12:50,Surface,0,0,1,,9.453814668,NA,0
702,3,EL,Outlet,7/23/2014,12:50,Surface,0,0,2,,10.28357828,NA,0
703,3,EL,Inlet1,7/23/2014,13:05,Surface,0,0,1,,69.88890052,NA,0
704,3,EL,Inlet1,7/23/2014,13:05,Surface,0,0,2,,78.85722649,1.714995734,0
705,15,MO,DeepHole,7/24/2014,10:05,PML,0,1,1,,19.48835012,NA,0
706,15,MO,DeepHole,7/24/2014,10:05,PML,0,1,2,,18.375518,0.595724604,0
707,15,MO,DeepHole,7/24/2014,10:05,Hypo,5,5,1,,15.57044097,NA,0
708,15,MO,DeepHole,7/24/2014,10:05,Hypo,5,5,2,,15.65045255,NA,0
709,15,MO,Outlet,7/24/2014,10:45,Surface,0,0,1,,18.09606824,NA,0
710,15,MO,Outlet,7/24/2014,10:45,Surface,0,0,2,,18.48793548,NA,0
711,15,MO,Inlet1,7/24/2014,11:05,Surface,0,0,1,,11.80708838,NA,0
712,15,MO,Inlet1,7/24/2014,11:05,Surface,0,0,2,,9.930870662,NA,0
713,15,MO,Inlet2,7/24/2014,11:20,Surface,0,0,1,,35.68098603,NA,0
714,15,MO,Inlet2,7/24/2014,11:20,Surface,0,0,2,,35.24907441,NA,0
715,15,MO,Inlet3,7/24/2014,10:55,Surface,0,0,1,,63.79886169,1.490528692,0
716,15,MO,Inlet3,7/24/2014,10:55,Surface,0,0,2,,63.47708668,NA,0
717,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,No glucose control 1,67.95551857,NA,0
718,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,No glucose control 1,61.27500763,NA,0
719,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,No glucose control 2,68.56766631,NA,0
720,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,No glucose control 2,69.10962923,NA,0
721,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,No glucose control 3,71.78402563,NA,0
722,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,No glucose control 3,71.60807861,NA,0
723,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 1,48.81262415,0.975366105,0
724,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 1,69.11238825,1.313354149,0
725,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 2,61.94704729,NA,0
726,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 2,74.04383754,NA,0
727,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 3,58.06571991,NA,0
728,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 3,76.62864102,NA,0
729,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 1,67.73251792,1.589978239,0
730,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 1,70.59049878,NA,0
731,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 2,67.05986752,NA,0
732,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 2,69.72610491,NA,0
733,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 3,69.33650568,NA,0
734,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 3,70.53160203,NA,0
735,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 1,63.2222901,NA,0
736,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 1,75.14007206,NA,0
737,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 2,59.05963255,1.289062492,0
738,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 2,74.19359928,1.431513953,0
739,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 3,67.50997714,NA,0
740,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 3,57.37591928,NA,0
741,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 1,79.57456889,NA,0
742,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 1,69.42313449,1.642251612,0
743,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 2,61.7410766,NA,0
744,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 2,66.98044043,1.862065416,0
745,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 3,70.4787448,NA,0
746,22,EL,Inlet1,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 3,74.92435077,1.394239959,0
747,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,No glucose control 1,19.20149872,NA,0
748,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,No glucose control 1,18.50925703,NA,0
749,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,No glucose control 2,18.69654219,0.657439725,0
750,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,No glucose control 2,18.9406087,0.675839497,0
751,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,No glucose control 3,19.86598959,NA,0
752,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,No glucose control 3,20.05993357,NA,0
753,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 1,20.25802539,NA,0
754,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 1,16.72105646,NA,0
755,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 2,16.2170228,NA,0
756,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 2,19.14750003,0.533134336,0
757,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 3,20.89222633,NA,0
758,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 3,21.09310555,NA,0
759,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 1,18.80857389,0.628396966,0
760,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 1,19.36175788,NA,0
761,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 2,18.66536567,0.624893437,0
762,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 2,19.41479749,NA,0
763,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 3,24.73079379,0.566312164,0
764,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 3,20.72019156,NA,0
765,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 1,27.58368209,NA,0
766,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 1,25.22481828,NA,0
767,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 2,20.97906973,NA,0
768,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 2,20.68662167,NA,0
769,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 3,22.73444969,NA,0
770,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 3,19.69396493,NA,0
771,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 1,27.07576198,NA,0
772,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 1,23.65350767,NA,0
773,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 2,32.87128464,0.592009349,0
774,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 2,29.18627844,NA,0
775,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 3,36.98054636,NA,0
776,22,HB,Wetland,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 3,35.5690503,0.801155839,0
777,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,No glucose control 1,46.43619035,NA,0
778,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,No glucose control 1,47.36923001,NA,0
779,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,No glucose control 2,45.96562711,1.506114474,0
780,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,No glucose control 2,46.32515158,NA,0
781,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,No glucose control 3,46.55100778,NA,0
782,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,No glucose control 3,45.21077176,NA,0
783,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 1,39.95836514,NA,0
784,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 1,33.8729839,NA,0
785,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 2,41.39749336,NA,0
786,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 2,46.45742892,NA,0
787,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 3,46.5375305,NA,0
788,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 3,43.57655261,1.272097285,0
789,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 1,40.56843446,NA,0
790,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 1,49.38444849,1.255889381,0
791,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 2,42.25425,NA,0
792,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 2,48.13152731,NA,0
793,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 3,48.04251056,NA,0
794,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 3,47.66920355,NA,0
795,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 1,41.98949067,1.059712715,0
796,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 1,46.62915855,1.154093196,0
797,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 2,49.98429181,NA,0
798,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 2,48.23699555,NA,0
799,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 3,48.19568861,NA,0
800,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 3,47.35951875,NA,0
801,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 1,37.18872214,NA,0
802,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 1,41.29793103,NA,0
803,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 2,32.51349235,NA,0
804,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 2,40.76294755,NA,0
805,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,1,4.0 mg glucose 3,51.93606816,NA,0
806,22,MO,Inlet3,7/28/2014,14:00,Surface,0,0,2,4.0 mg glucose 3,53.82165756,NA,0
807,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,No glucose control 1,6.722572435,NA,0
808,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,No glucose control 1,5.633753494,NA,0
809,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,No glucose control 2,10.93770486,NA,0
810,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,No glucose control 2,8.977794461,NA,0
811,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,No glucose control 3,8.545732524,NA,0
812,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,No glucose control 3,8.772432059,NA,0
813,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 1,10.38242396,NA,0
814,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 1,10.78588726,NA,0
815,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 2,9.34040383,NA,0
816,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 2,11.19927013,NA,0
817,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,0.25 mg glucose 3,9.307086195,0.500686718,0
818,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,0.25 mg glucose 3,9.820036439,NA,0
819,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 1,9.639728627,NA,0
820,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 1,18.5621147,NA,0
821,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 2,6.794948692,0.311470814,0
822,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 2,12.68824299,NA,0
823,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,1.0 mg glucose 3,13.85131203,NA,0
824,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,1.0 mg glucose 3,17.95332441,NA,0
825,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 1,8.898591443,NA,0
826,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,2,2.25 mg glucose 1,6.730867059,0.233288531,0
827,22,MO,Inlet1,7/28/2014,14:00,Surface,0,0,1,2.25 mg glucose 2,11.58313973,NA,0
