projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,runID,chl,replicate,comments,flag
19,ER,DeepHole,8/1/2014,8/1/2014 12:15,PML,0,4.5,3,4.163376548,2,,0
19,AQ,DeepHole,8/1/2014,8/1/2014 13:15,PML,0,4,1,3.794067106,1,,0
19,AQ,DeepHole,8/1/2014,8/1/2014 13:15,PML,0,4,1,4.718758055,2,,0
19,MC,DeepHole,8/4/2014,8/4/2014 9:15,PML,0,2,3,12.59039126,1,,0
19,MC,DeepHole,8/4/2014,8/4/2014 9:15,PML,0,2,1,10.31267028,2,,0
19,DW,DeepHole,8/4/2014,8/4/2014 10:20,PML,0,1,1,2.451999209,1,,0
19,DW,DeepHole,8/4/2014,8/4/2014 10:20,PML,0,1,2,1.063757942,2,,0
15,HB,DeepHole,8/5/2014,8/5/2014 10:25,PML,0,0.5,5,2.987827766,1,,0
15,HB,DeepHole,8/5/2014,8/5/2014 10:25,PML,0,0.5,1,3.109804618,2,,0
15,HB,DeepHole,8/5/2014,8/5/2014 10:25,Hypo,5,5,1,3.458733457,1,,0
15,HB,DeepHole,8/5/2014,8/5/2014 10:25,Hypo,5,5,5,7.208664954,2,,0
15,CR,DeepHole,8/5/2014,8/5/2014 13:10,PML,0,3,2,1.000935695,1,,0
15,CR,DeepHole,8/5/2014,8/5/2014 13:10,PML,0,3,1,1.290498792,2,,0
15,CR,DeepHole,8/5/2014,8/5/2014 13:10,Hypo,10,10,2,0.377639957,1,,0
15,CR,DeepHole,8/5/2014,8/5/2014 13:10,Hypo,10,10,5,3.626086463,2,,0
3,WL,DeepHole,8/6/2014,8/6/2014 10:10,PML,0,2,1,5.44389224,1,,0
3,WL,DeepHole,8/6/2014,8/6/2014 10:10,PML,0,2,5,1.520981094,2,,0
3,WL,DeepHole,8/6/2014,8/6/2014 10:10,Hypo,8,8,3,8.862708385,1,,0
3,WL,DeepHole,8/6/2014,8/6/2014 10:10,Hypo,8,8,2,12.79223493,2,,0
3,EL,DeepHole,8/6/2014,8/6/2014 11:40,PML,0,1.5,5,2.4008953,1,,0
3,EL,DeepHole,8/6/2014,8/6/2014 11:40,PML,0,1.5,5,2.982771455,2,,0
3,EL,DeepHole,8/6/2014,8/6/2014 11:40,Hypo,8,8,4,4.712987235,1,,0
3,EL,DeepHole,8/6/2014,8/6/2014 11:40,Hypo,8,8,2,0.793058889,2,,0
15,MO,DeepHole,8/7/2014,8/7/2014 9:00,PML,0,1,5,6.693015022,1,,0
15,MO,DeepHole,8/7/2014,8/7/2014 9:00,PML,0,1,5,6.679292881,2,,0
15,MO,DeepHole,8/7/2014,8/7/2014 9:00,Hypo,5,5,3,7.400012556,1,,0
15,MO,DeepHole,8/7/2014,8/7/2014 9:00,Hypo,5,5,3,7.904604224,2,,0
15,CR,DeepHole,8/11/2014,8/11/2014 9:10,PML,0,3,2,-0.350507306,1,,1
15,CR,DeepHole,8/11/2014,8/11/2014 9:10,PML,0,3,2,-0.246792728,2,,1
15,CR,DeepHole,8/11/2014,8/11/2014 9:10,Hypo,10,10,2,0.501564016,1,,0
15,CR,DeepHole,8/11/2014,8/11/2014 9:10,Hypo,10,10,3,2.022275673,2,,0
15,HB,DeepHole,8/11/2014,8/11/2014 13:30,PML,0,0.5,2,1.651184054,1,,0
15,HB,DeepHole,8/11/2014,8/11/2014 13:30,PML,0,0.5,3,2.602299742,2,,0
15,HB,DeepHole,8/11/2014,8/11/2014 13:30,Hypo,5,5,1,2.874638661,1,,0
15,HB,DeepHole,8/11/2014,8/11/2014 13:30,Hypo,5,5,1,2.725821953,2,,0
3,WL,DeepHole,8/12/2014,8/12/2014 8:50,PML,0,2,4,2.708849058,1,,0
3,WL,DeepHole,8/12/2014,8/12/2014 8:50,PML,0,2,2,4.372052767,2,,0
3,WL,DeepHole,8/12/2014,8/12/2014 8:50,Hypo,8,8,3,9.288177408,1,,0
3,WL,DeepHole,8/12/2014,8/12/2014 8:50,Hypo,8,8,4,10.80810249,2,,0
3,EL,DeepHole,8/12/2014,8/12/2014 10:25,PML,0,2,2,1.046699097,1,,0
3,EL,DeepHole,8/12/2014,8/12/2014 10:25,PML,0,2,3,6.960283333,2,,0
3,EL,DeepHole,8/12/2014,8/12/2014 10:25,Hypo,8,8,1,3.121329314,1,,0
3,EL,DeepHole,8/12/2014,8/12/2014 10:25,Hypo,8,8,1,3.063355501,2,,0
15,MO,DeepHole,8/14/2014,8/14/2014 9:15,PML,0,1.5,3,10.20450252,1,,0
15,MO,DeepHole,8/14/2014,8/14/2014 9:15,PML,0,1.5,2,23.02321756,2,,0
15,MO,DeepHole,8/14/2014,8/14/2014 9:15,Hypo,5,5,4,12.41385275,1,,0
15,MO,DeepHole,8/14/2014,8/14/2014 9:15,Hypo,5,5,3,15.74195988,2,,0
3,WL,DeepHole,8/20/2014,8/20/2014 9:00,PML,0,3,2,0.70254605,1,,0
3,WL,DeepHole,8/20/2014,8/20/2014 9:00,PML,0,3,4,6.776030963,2,,0
3,WL,DeepHole,8/20/2014,8/20/2014 9:00,Hypo,8,8,4,11.909024,1,,0
3,WL,DeepHole,8/20/2014,8/20/2014 9:00,Hypo,8,8,5,9.918859525,2,,0
3,EL,DeepHole,8/20/2014,8/20/2014 10:30,PML,0,2,4,4.483040813,1,,0
3,EL,DeepHole,8/20/2014,8/20/2014 10:30,PML,0,2,2,2.581111387,2,,0
3,EL,DeepHole,8/20/2014,8/20/2014 10:30,Hypo,8,8,3,1.41468736,1,,0
3,EL,DeepHole,8/20/2014,8/20/2014 10:30,Hypo,8,8,4,1.065874879,2,,0
15,MO,DeepHole,8/23/2014,8/23/2014 11:45,PML,0,0.5,3,14.97112915,1,,0
15,MO,DeepHole,8/23/2014,8/23/2014 11:45,PML,0,0.5,1,19.78936139,2,,0
15,MO,DeepHole,8/23/2014,8/23/2014 11:45,Hypo,5,5,2,2.584374942,1,,0
15,MO,DeepHole,8/23/2014,8/23/2014 11:45,Hypo,5,5,3,20.14024412,2,,0
15,HB,DeepHole,8/24/2014,8/24/2014 11:00,PML,0,0.5,2,2.768578508,1,,0
15,HB,DeepHole,8/24/2014,8/24/2014 11:00,PML,0,0.5,4,3.967765813,2,,0
15,HB,DeepHole,8/24/2014,8/24/2014 11:00,Hypo,5,5,4,3.33932711,1,,0
15,HB,DeepHole,8/24/2014,8/24/2014 11:00,Hypo,5,5,2,0.065615249,2,,0
15,CR,DeepHole,8/24/2014,8/24/2014 13:00,PML,0,2.5,3,1.230887438,1,,0
15,CR,DeepHole,8/24/2014,8/24/2014 13:00,PML,0,2.5,5,2.079706734,2,,0
15,CR,DeepHole,8/24/2014,8/24/2014 13:00,Hypo,10,10,1,4.402338294,1,,0
15,CR,DeepHole,8/24/2014,8/24/2014 13:00,Hypo,10,10,3,2.629855915,2,,0
15,CR,DeepHole,9/25/2014,9/25/2014 9:30,PML,0,6,6,0.982661794,1,,0
15,CR,DeepHole,9/25/2014,9/25/2014 9:30,PML,0,6,6,1.294527977,2,,0
15,CR,DeepHole,9/25/2014,9/25/2014 9:30,Hypo,10,10,6,10.90266568,1,,0
15,CR,DeepHole,9/25/2014,9/25/2014 9:30,Hypo,10,10,6,14.30664882,2,,0
15,HB,DeepHole,9/25/2014,9/25/2014 11:20,PML,0,0.5,6,4.031443295,1,,0
15,HB,DeepHole,9/25/2014,9/25/2014 11:20,PML,0,0.5,6,4.488527933,2,,0
15,HB,DeepHole,9/25/2014,9/25/2014 11:20,Hypo,5,5,6,6.640259901,1,,0
15,HB,DeepHole,9/25/2014,9/25/2014 11:20,Hypo,5,5,6,5.433582789,2,,0
15,MO,DeepHole,9/25/2014,9/25/2014 13:55,PML,0,1,6,22.74530687,1,,0
15,MO,DeepHole,9/25/2014,9/25/2014 13:55,PML,0,1,6,23.8409495,2,,0
15,MO,DeepHole,9/25/2014,9/25/2014 13:55,Hypo,5,5,6,18.92947198,1,,0
15,MO,DeepHole,9/25/2014,9/25/2014 13:55,Hypo,5,5,6,37.50953462,2,,0
3,EL,DeepHole,9/26/2014,9/26/2014 10:35,PML,0,1,6,6.192083308,1,,0
3,EL,DeepHole,9/26/2014,9/26/2014 10:35,PML,0,1,6,2.47238426,2,,0
3,EL,DeepHole,9/26/2014,9/26/2014 10:35,Hypo,8,8,6,4.125558236,1,,0
3,EL,DeepHole,9/26/2014,9/26/2014 10:35,Hypo,8,8,6,4.199749458,2,,0
3,WL,DeepHole,9/26/2014,9/26/2014 9:45,PML,0,2,6,6.482243181,1,,0
3,WL,DeepHole,9/26/2014,9/26/2014 9:45,PML,0,2,6,4.401509646,2,,0
3,WL,DeepHole,9/26/2014,9/26/2014 9:45,Hypo,8,8,6,22.02399862,1,,0
3,WL,DeepHole,9/26/2014,9/26/2014 9:45,Hypo,8,8,6,21.39475567,2,,0
