Project ID,Lake ID,Site,Date Sample ,Time Sample,Depth (m),temp,DO (mg/L),DO (%sat),SpCond (uS/cm),pH,ORP,PAR (uE/m2/s),Comments
3,EL,DeepHole,7/9/14,10:20,11,4,1.09,8.4,21.4,5.18,30.7
3,EL,DeepHole,7/9/14,10:20,12,4,1.12,8.5,21.6,5.19,29
3,EL,DeepHole,7/9/14,10:20,13,4,1.12,8.56,21.9,5.22,26.7
3,EL,DeepHole,7/9/14,10:20,14,4,1.14,8.7,22.1,5.23,25.2
15,HB,DeepHole,7/10/14,8:45,0,19.3,5.14,55.7,14.8,5.25,253,880,Deck PAR 2060: Sunny; JZ and BC
15,HB,DeepHole,7/10/14,8:45,0.25,,,,,,,180,
15,HB,DeepHole,7/10/14,8:45,0.5,18.8,5.38,58.1,14.6,4.88,246.1,58,
15,HB,DeepHole,7/10/14,8:45,0.75,,,,,,,22,
15,HB,DeepHole,7/10/14,8:45,1,18.5,4.23,45.2,14.7,4.62,244.6,8.5,
15,HB,DeepHole,7/10/14,8:45,1.5,14.3,0.8,7.8,17.1,4.16,256.5,,
15,HB,DeepHole,7/10/14,8:45,2,9.6,1.11,9.1,18,4.15,250.1,,
15,HB,DeepHole,7/10/14,8:45,2.5,6.9,1.46,12,19.2,4.25,189.3,,
15,HB,DeepHole,7/10/14,8:45,3,5.2,1.75,13.7,19.2,4.36,111.1,,
15,HB,DeepHole,7/10/14,8:45,3.5,4.4,1.9,14.7,19.2,4.48,92.1,,
15,HB,DeepHole,7/10/14,8:45,4,4.1,1.97,15.1,21,4.65,68.5,,
15,HB,DeepHole,7/10/14,8:45,4.5,4,1.98,15.2,22.1,4.73,62.3,,
15,HB,DeepHole,7/10/14,8:45,5,4,1.99,15.1,22.8,4.82,56.7,,
15,HB,DeepHole,7/10/14,8:45,5.5,4,2.04,15.5,23.8,4.89,52,,
15,HB,DeepHole,7/10/14,8:45,6,4,2.06,15.8,24.4,4.889,51.6,,
15,HB,DeepHole,7/10/14,8:45,6.5,4.1,2.06,15.8,25.5,4.92,49.3,,
15,HB,DeepHole,7/10/14,8:45,7,4.1,2.08,15.8,27.6,4.94,46.7,,
15,CR,DeepHole,7/10/14,10:25,0,21.3,11.43,128.7,10.1,5.55,185.4,1780,Deck PAR 2440: Sunny; JZ and BC
15,CR,DeepHole,7/10/14,10:25,0.25,,,,,,,1450,
15,CR,DeepHole,7/10/14,10:25,0.5,21.2,11.47,129.1,10,5.54,185.5,1150,
15,CR,DeepHole,7/10/14,10:25,0.75,,,,,,,860,
15,CR,DeepHole,7/10/14,10:25,1,21.1,11.24,125.3,10.1,5.6,183.6,794,
15,CR,DeepHole,7/10/14,10:25,1.5,20.9,11.46,128.2,10,5.46,193.4,560,
15,CR,DeepHole,7/10/14,10:25,2,20.9,11.39,127.4,10.1,5.39,196.2,370,
15,CR,DeepHole,7/10/14,10:25,2.5,20.9,11.34,126.8,10.1,5.37,198.8,290,
15,CR,DeepHole,7/10/14,10:25,3,20.8,11.37,127,10.1,5.39,196.8,200,
15,CR,DeepHole,7/10/14,10:25,3.5,20,12.13,133.4,10.2,5.27,207.7,145,
15,CR,DeepHole,7/10/14,10:25,4,15.2,17.33,171.9,10.6,5.03,223.4,98,
15,CR,DeepHole,7/10/14,10:25,4.5,11.8,18.82,173.6,10.7,4.98,227.7,70,
15,CR,DeepHole,7/10/14,10:25,5,9.5,18.74,164,11,4.92,233.3,49,
15,CR,DeepHole,7/10/14,10:25,5.5,8.2,17.24,145.9,11.4,4.84,237.5,30,
15,CR,DeepHole,7/10/14,10:25,6,7.4,15.1,125.5,11.7,4.78,239.1,21,
15,CR,DeepHole,7/10/14,10:25,6.5,6.9,13.45,110.5,11.9,4.8,234.7,16.4,
15,CR,DeepHole,7/10/14,10:25,7,6.5,12.93,105.4,12.1,4.78,234.1,,
15,CR,DeepHole,7/10/14,10:25,7.5,6.2,12.21,98.5,12.3,4.78,234.6,,
15,CR,DeepHole,7/10/14,10:25,8,6,12.02,96.5,12.5,4.77,234.4,,
15,CR,DeepHole,7/10/14,10:25,9,5.7,11.67,93.1,12.8,4.8,232.3,,
15,CR,DeepHole,7/10/14,10:25,10,5.7,11.72,93.3,12.8,4.82,231.5,,
15,CR,DeepHole,7/10/14,10:25,11,5.6,11.52,91.4,12.9,4.81,232.6,,
15,CR,DeepHole,7/10/14,10:25,12,5.5,11.45,90.7,13,4.81,232.6,,
15,CR,DeepHole,7/10/14,10:25,13,5.5,10.83,85.8,13.2,4.81,232.9,,
15,CR,DeepHole,7/10/14,10:25,14,5.4,10.73,85,13.3,4.82,232.2,,
17,NG,DeepHole,7/10/14,8:55,0,19.5,4.99,56.7,,,,850,Deck PAR 1000: Sunny; EM/SE/CH
17,NG,DeepHole,7/10/14,8:55,0.25,,,,,,,250,
17,NG,DeepHole,7/10/14,8:55,0.5,18.4,5.2,58,,,,94,
17,NG,DeepHole,7/10/14,8:55,0.75,,,,,,,40,
17,NG,DeepHole,7/10/14,8:55,1,17.8,0.27,3,,,,22,
17,NG,DeepHole,7/10/14,8:55,1.5,12.9,0.1,1.1,,,,3,
17,NG,DeepHole,7/10/14,8:55,2,8.6,0.1,1,,,,,
17,NG,DeepHole,7/10/14,8:55,2.5,5.8,0.09,0.8,,,,,
17,NG,DeepHole,7/10/14,8:55,3,4.1,0.09,0.7,,,,,
17,NG,DeepHole,7/10/14,8:55,3.5,4.1,0.08,0.7,,,,,
17,NG,DeepHole,7/10/14,8:55,4,4.1,0.08,0.6,,,,,
17,NG,DeepHole,7/10/14,8:55,4.5,4.1,0.08,0.6,,,,,
17,NG,DeepHole,7/10/14,8:55,5,4.2,0.07,0.6,,,,,
17,NG,DeepHole,7/10/14,8:55,5.5,4.2,0.07,0.6,,,,,
17,NG,DeepHole,7/10/14,8:55,6,4.3,0.07,0.6,,,,,
17,NG,DeepHole,7/10/14,9:45,0,20.7,5.74,7.1,,,,1059,Deck PAR 1600: Sunny; EM/SE/CH
17,NG,DeepHole,7/10/14,9:45,0.25,,,,,,,560,
17,NG,DeepHole,7/10/14,9:45,0.5,20.4,5.67,66.1,,,,22,
17,NG,DeepHole,7/10/14,9:45,0.75,,,,,,,8,
17,NG,DeepHole,7/10/14,9:45,1,19.9,5.4,62.8,,,,,
17,NG,DeepHole,7/10/14,9:45,1.5,18.2,3.73,41.6,,,,,
17,NG,DeepHole,7/10/14,9:45,2,13.3,0.81,8,,,,,
17,NG,DeepHole,7/10/14,9:45,2.5,9.5,0.1,1,,,,,
17,NG,DeepHole,7/10/14,9:45,3,7,0.1,0.9,,,,,
17,NG,DeepHole,7/10/14,9:45,3.5,6.1,0.1,0.8,,,,,
17,NG,DeepHole,7/10/14,9:45,4,5.7,0.08,0.7,,,,,
17,NG,DeepHole,7/10/14,9:45,4.5,5.4,0.08,0.7,,,,,
17,NG,DeepHole,7/10/14,9:45,5,5.4,0.08,0.7,,,,,
17,NG,DeepHole,7/10/14,9:45,5.5,5.3,0.07,0.6,,,,,
17,NG,DeepHole,7/10/14,9:45,6,5.3,0.07,0.6,,,,,
17,NG,DeepHole,7/10/14,9:45,6.5,5.3,0.07,0.5,,,,,
17,NG,DeepHole,7/10/14,9:45,7,5.3,0.06,0.5,,,,,
17,BO,DeepHole,7/10/14,10:36,0,21,7.14,84.5,,,,1360,"Deck PAR 1530; Sunny; EM, SE, and CH"
17,BO,DeepHole,7/10/14,10:36,0.25,,,,,,,330,
17,BO,DeepHole,7/10/14,10:36,0.5,20.2,7.07,82.5,,,,130,
17,BO,DeepHole,7/10/14,10:36,0.75,,,,,,,51,
17,BO,DeepHole,7/10/14,10:36,1,18.6,1.8,20.9,,,,32,
17,BO,DeepHole,7/10/14,10:36,1.5,14.5,0.06,0.6,,,,19,
17,BO,DeepHole,7/10/14,10:36,2,10.1,0.08,0.8,,,,4,
17,BO,DeepHole,7/10/14,10:36,2.5,7.4,0.07,0.6,,,,,
17,BO,DeepHole,7/10/14,10:36,3,6.5,0.07,0.6,,,,,
17,BO,DeepHole,7/10/14,10:36,3.5,6.4,0.07,0.6,,,,,
17,WA,DeepHole,7/10/14,9:45,0,20.7,5.74,7.1,,,,1059,"Deck PAR 1600; Sunny; EM, SE, CH"
17,WA,DeepHole,7/10/14,9:45,0.25,,,,,,,560,
17,WA,DeepHole,7/10/14,9:45,0.5,20.4,5.67,66.1,,,,22,
17,WA,DeepHole,7/10/14,9:45,0.75,,,,,,,8,
17,WA,DeepHole,7/10/14,9:45,1,19.9,5.4,62.8,,,,,
17,WA,DeepHole,7/10/14,9:45,1.5,18.2,3.73,41.6,,,,,
17,WA,DeepHole,7/10/14,9:45,2,13.3,0.81,8,,,,,
17,WA,DeepHole,7/10/14,9:45,2.5,9.5,0.1,1,,,,,
17,WA,DeepHole,7/10/14,9:45,3,7,0.1,0.9,,,,,
17,WA,DeepHole,7/10/14,9:45,3.5,6.1,0.1,0.8,,,,,
17,WA,DeepHole,7/10/14,9:45,4,5.7,0.08,0.7,,,,,
17,WA,DeepHole,7/10/14,9:45,4.5,5.4,0.08,0.7,,,,,
17,WA,DeepHole,7/10/14,9:45,5,5.4,0.08,0.7,,,,,
17,WA,DeepHole,7/10/14,9:45,5.5,5.3,0.07,0.6,,,,,
17,WA,DeepHole,7/10/14,9:45,6,5.3,0.07,0.6,,,,,
17,WA,DeepHole,7/10/14,9:45,6.5,5.3,0.07,0.5,,,,,
17,WA,DeepHole,7/10/14,9:45,7,5.3,0.06,0.5,,,,,
15,MO,DeepHole,7/11/14,8:50,0,20.9,8.05,89,47.7,6.54,16.31,160,"Deck PAR 365, DO reader is probably busted; BC and JZ"
15,MO,DeepHole,7/11/14,8:50,0.25,,,,,,,33,
15,MO,DeepHole,7/11/14,8:50,0.5,20.9,7.85,87.5,47.9,6.76,145.8,13.2,
15,MO,DeepHole,7/11/14,8:50,0.75,,,,,,,6.09,
15,MO,DeepHole,7/11/14,8:50,1,20.8,7.76,86.7,48,6.76,144,3,
15,MO,DeepHole,7/11/14,8:50,1.5,18.9,4.67,30.3,48.3,6.54,155.5,0.87,
15,MO,DeepHole,7/11/14,8:50,2,15.6,1.84,18.4,52.7,6.37,146,,
15,MO,DeepHole,7/11/14,8:50,2.5,10.9,2.67,24.1,73.7,6.33,144.4,,
15,MO,DeepHole,7/11/14,8:50,3,7.5,3.78,31.8,95.9,6.35,62.2,,
15,MO,DeepHole,7/11/14,8:50,3.5,6,4.6,37.1,104.4,6.39,-18.7,,
15,MO,DeepHole,7/11/14,8:50,4,5.1,5.71,45.1,112.7,6.54,-47.2,,
15,MO,DeepHole,7/11/14,8:50,4.5,4.6,6.12,47.4,117.3,6.59,-53.9,,
15,MO,DeepHole,7/11/14,8:50,5,4.3,6.42,49.6,122.3,6.61,-55.7,,
15,MO,DeepHole,7/11/14,8:50,5.5,4.2,6.75,51.8,126.9,6.69,-62.9,,
15,MO,DeepHole,7/11/14,8:50,6,4.2,6.92,53,130.5,6.65,-64.3,,
15,MO,DeepHole,7/11/14,8:50,6.5,4.1,7.07,54.1,133.7,6.7,-65.5,,
15,MO,DeepHole,7/11/14,8:50,7,4.1,7.07,54.1,135.9,6.7,-66.4,,
17,BA,DeepHole,7/11/14,9:00,0,21.3,7.45,88.9,,,,136.88,Deck PAR 220.0; cloudy; SE and SM
17,BA,DeepHole,7/11/14,9:00,0.25,,,,,,,60.72,
17,BA,DeepHole,7/11/14,9:00,0.5,21.3,7.44,88.2,,,,40.94,
17,BA,DeepHole,7/11/14,9:00,0.75,,,,,,,41.87,
17,BA,DeepHole,7/11/14,9:00,1,21.3,7.33,86.6,,,,27.58,
17,BA,DeepHole,7/11/14,9:00,1.5,21.3,7.3,86.8,,,,20.13,
17,BA,DeepHole,7/11/14,9:00,2,21.3,7.13,85.9,,,,16.26,
17,BA,DeepHole,7/11/14,9:00,2.5,21.2,7.4,87.6,,,,11.73,
17,BA,DeepHole,7/11/14,9:00,3,20.9,7.43,87.7,,,,8.04,
17,BA,DeepHole,7/11/14,9:00,3.5,20.8,7.34,86.8,,,,5.55,
17,BA,DeepHole,7/11/14,9:00,4,16.9,9.91,108.5,,,,3.83
17,BA,DeepHole,7/11/14,9:00,4.5,13.3,10.49,105.6,,,,2.43
17,BA,DeepHole,7/11/14,9:00,5,10.9,10.21,97.5,,,,1.44
17,BA,DeepHole,7/11/14,9:00,5.5,9.4,7.87,72.1,,,,0.81
17,BA,DeepHole,7/11/14,9:00,6,8.4,5.55,49.9,,,,0.52
17,BA,DeepHole,7/11/14,9:00,6.5,8,4.25,37.4,,,,
17,BA,DeepHole,7/11/14,9:00,7,7.6,3.34,29.2,,,,
17,BA,DeepHole,7/11/14,9:00,7.5,7.3,3,26,,,,
17,BA,DeepHole,7/11/14,9:00,8,7.1,2.57,22.2,,,,
17,BA,DeepHole,7/11/14,9:00,9,6.6,1.93,16,,,,
17,BA,DeepHole,7/11/14,9:00,10,6.2,0.93,8,,,,
17,BA,DeepHole,7/11/14,9:00,11,6,0.4,3.2,,,,
17,BA,DeepHole,7/11/14,9:00,12,5.9,0.11,1,,,,
17,BA,DeepHole,7/11/14,9:00,13,6,0.09,0.7,,,,
17,BA,DeepHole,7/11/14,9:00,14,6,0.07,0.6,,,,
17,BA,DeepHole,7/11/14,9:00,15,6,0.06,0.5,,,,
17,BR,DeepHole,7/11/14,10:15,0,21.1,7.72,90.5,,,,194.98,Deck PAR 303.6; cloudy/drizzling; SE and SM
17,BR,DeepHole,7/11/14,10:15,0.25,,,,,,,87.3,
17,BR,DeepHole,7/11/14,10:15,0.5,21.3,7.53,87.4,,,,55.67,
17,BR,DeepHole,7/11/14,10:15,0.75,,,,,,,30.889,
17,BR,DeepHole,7/11/14,10:15,1,21.3,7.77,90.2,,,,18.9,
17,BR,DeepHole,7/11/14,10:15,1.5,21.3,7.27,88.2,,,,8.01,
17,BR,DeepHole,7/11/14,10:15,2,20.1,5.91,66.2,,,,3.4,
17,BR,DeepHole,7/11/14,10:15,2.5,19.8,5.18,59.2,,,,2.03,
17,BR,DeepHole,7/11/14,10:15,3,18.4,2.23,24.4,,,,0.57,
17,BR,DeepHole,7/11/14,10:15,3.5,16.2,0.23,2.2,,,,0.08,
17,BR,DeepHole,7/11/14,10:15,4,12.8,0.13,1.3,,,,,
17,BR,DeepHole,7/11/14,10:15,4.5,11.7,0.11,1.1,,,,,
17,BR,DeepHole,7/11/14,10:15,5,11.6,0.09,0.9,,,,,
15,CR,DeepHole,7/15/14,10:15,0,20.3,7.7,85.2,10.3,8.43,147.4,520,Deck PAR 980; cloudy cold to partly cloudy; BC
15,CR,DeepHole,7/15/14,10:15,0.25,,,,,,,360,
15,CR,DeepHole,7/15/14,10:15,0.5,20.4,7.66,84.9,10.2,8.16,140.2,265,
15,CR,DeepHole,7/15/14,10:15,0.75,,,,,,,235
15,CR,DeepHole,7/15/14,10:15,1,20.4,7.92,87.6,10.2,7.71,156.4,185
15,CR,DeepHole,7/15/14,10:15,1.5,20.4,7.76,86.4,10.1,7.5,157.8,135
15,CR,DeepHole,7/15/14,10:15,2,20.4,7.88,87.3,10.1,7.36,161.7,115
15,CR,DeepHole,7/15/14,10:15,2.5,20.4,7.85,87.1,10.1,7.27,164.8,87
15,CR,DeepHole,7/15/14,10:15,3,20.4,7.8,86.4,10.1,7.11,164.1,60
15,CR,DeepHole,7/15/14,10:15,3.5,20.3,7.93,87.7,10.2,6.97,167.2,44.8
15,CR,DeepHole,7/15/14,10:15,4,16.4,10.63,108.8,10.7,6.34,204.8,32
15,CR,DeepHole,7/15/14,10:15,4.5,12.4,11.16,104.2,10.8,6.2,211.9,29
15,CR,DeepHole,7/15/14,10:15,5,9.9,9.51,84.2,11.1,6.13,214.8,23
15,CR,DeepHole,7/15/14,10:15,5.5,8.5,7.11,60.8,11.5,5.96,217.6,14.5
15,CR,DeepHole,7/15/14,10:15,6,7.5,4.78,39.8,11.9,5.88,218.1,9.5
15,CR,DeepHole,7/15/14,10:15,6.5,7,4.27,35.1,11.9,5.82,216,6.8
15,CR,DeepHole,7/15/14,10:15,7,6.7,3.54,28.9,12.1,5.77,214.7,5
15,CR,DeepHole,7/15/14,10:15,7.5,6.3,2.63,21.3,12.4,5.72,213.3,
15,CR,DeepHole,7/15/14,10:15,8,6.1,1.85,14.9,12.6,5.71,212,
15,CR,DeepHole,7/15/14,10:15,9,5.8,1.4,11.2,12.9,5.63,209.8,,
15,CR,DeepHole,7/15/14,10:15,10,5.7,1.5,12,13,5.57,211.7,,
15,CR,DeepHole,7/15/14,10:15,11,5.7,1.38,11,13.1,5.56,210.4,,
15,CR,DeepHole,7/15/14,10:15,12,5.6,1.29,10.3,13.8,5.58,183.8,,
15,CR,DeepHole,7/15/14,10:15,13,5.6,1.21,9.7,14,5.64,144.6,,
15,CR,DeepHole,7/15/14,10:15,14,5.6,1.17,9.3,14.1,5.7,135.7,,
15,HB,DeepHole,7/15/14,14:30,0,19.1,5.59,60.4,14.6,5.72,230.6,430,Deck PAR 890; partly cloudy; BC (swaggy)
15,HB,DeepHole,7/15/14,14:30,0.25,,,,,,,86.7,
15,HB,DeepHole,7/15/14,14:30,0.5,19.2,5.39,58.3,14.7,5.32,234.2,42,
15,HB,DeepHole,7/15/14,14:30,0.75,,,,,,,15,
15,HB,DeepHole,7/15/14,14:30,1,18.5,4.91,52.9,14.7,4.79,237.1,6.2,
15,HB,DeepHole,7/15/14,14:30,1.5,14.8,0.57,5.7,17.3,4.19,256.3,0.96,
15,HB,DeepHole,7/15/14,14:30,2,10,0.64,5.6,17.8,4.17,259.9,,
15,HB,DeepHole,7/15/14,14:30,2.5,6.9,0.74,6.1,19.4,4.34,174.7,,
15,HB,DeepHole,7/15/14,14:30,3,5.2,0.83,6.6,19.2,4.42,101.3,,
15,HB,DeepHole,7/15/14,14:30,3.5,4.5,0.89,6.9,19.2,4.48,91.1,,
15,HB,DeepHole,7/15/14,14:30,4,4.2,0.92,7.1,21,4.57,77.4,,
15,HB,DeepHole,7/15/14,14:30,4.5,4.1,0.91,7,22,4.62,71.3,,
15,HB,DeepHole,7/15/14,14:30,5,4,0.93,7.1,23,4.69,65.7,,
15,HB,DeepHole,7/15/14,14:30,5.5,4,0.93,7.1,23.6,4.72,63.6,,
15,HB,DeepHole,7/15/14,14:30,6,4,0.92,7,24.2,4.76,61.4,,
15,HB,DeepHole,7/15/14,14:30,6.5,4,0.93,7.1,25.4,4.78,59.6,,
15,HB,DeepHole,7/15/14,14:30,7,4.2,0.91,7,28.2,4.85,52.5,,
3,WL,DeepHole,7/16/14,8:45,0,19,7.6,81.7,10.2,6.43,172.5,450,Deck PAR 880; mostly cloudy; BC and JZ
3,WL,DeepHole,7/16/14,8:45,0.25,,,,,,,300,
3,WL,DeepHole,7/16/14,8:45,0.5,19.1,7.4,79.8,10.2,6.24,176.6,200,
3,WL,DeepHole,7/16/14,8:45,0.75,,,,,,,150,
3,WL,DeepHole,7/16/14,8:45,1,19.1,7.06,76.3,10.2,6.11,178,115,
3,WL,DeepHole,7/16/14,8:45,1.5,19.1,7.3,78.3,10.2,6.02,181.4,66,
3,WL,DeepHole,7/16/14,8:45,2,19,7.4,79.8,10.2,5.93,182.1,42,
3,WL,DeepHole,7/16/14,8:45,2.5,18.9,7.1,76.4,10.2,5.84,185.2,26.5,
3,WL,DeepHole,7/16/14,8:45,3,14.9,12.46,123.8,10.5,5.53,206.4,15,
3,WL,DeepHole,7/16/14,8:45,3.5,11.5,12.76,117,10.7,5.51,211.3,10.7
3,WL,DeepHole,7/16/14,8:45,4,8.7,7,60.7,11.6,5.29,223.1,7.1
3,WL,DeepHole,7/16/14,8:45,4.5,7,2.77,22.4,12,5.13,226.9,4.15
3,WL,DeepHole,7/16/14,8:45,5,6,0.89,7.2,12,5.08,227,
3,WL,DeepHole,7/16/14,8:45,5.5,5.3,0.82,6.5,13.8,5.11,191.5,
3,WL,DeepHole,7/16/14,8:45,6,5,0.79,6.2,15.3,5.18,176.6,
3,WL,DeepHole,7/16/14,8:45,6.5,4.7,0.86,6.7,15.7,5.18,172.8,
3,WL,DeepHole,7/16/14,8:45,7,4.5,0.89,6.8,16,5.21,95.8,
3,WL,DeepHole,7/16/14,8:45,7.5,4.5,0.87,6.7,16.2,5.22,60.5,
3,WL,DeepHole,7/16/14,8:45,8,4.4,0.9,7,16.3,5.25,46.2,
3,WL,DeepHole,7/16/14,8:45,9,4.4,0.91,7,16.5,5.27,35.4,
3,WL,DeepHole,7/16/14,8:45,10,4.4,0.92,7.1,16.9,5.28,28.4,
3,WL,DeepHole,7/16/14,8:45,11,4.3,0.94,7.3,17,5.31,21.2,
3,WL,DeepHole,7/16/14,8:45,12,4.3,1,7.7,17.3,5.31,20.2,
3,WL,DeepHole,7/16/14,8:45,13,4.3,1.14,8.8,18,5.34,17.3,
3,WL,DeepHole,7/16/14,8:45,14,4.3,1.06,8,18.5,5.43,12.1,
3,EL,DeepHole,7/16/14,10:00,0,19,7.61,81.7,10.5,5.82,185.7,1270,Deck PAR 2300; mostly sunny; BC and JZ
3,EL,DeepHole,7/16/14,10:00,0.25,,,,,,,750,
3,EL,DeepHole,7/16/14,10:00,0.5,19,7.15,77.1,10.6,5.69,186,475,
3,EL,DeepHole,7/16/14,10:00,0.75,,,,,,,275,
3,EL,DeepHole,7/16/14,10:00,1,18.9,6.99,75.5,10.5,5.59,189.5,165,
3,EL,DeepHole,7/16/14,10:00,1.5,18.8,6.96,74.9,10.6,5.5,192.3,60,
3,EL,DeepHole,7/16/14,10:00,2,18.8,7.16,76,10.6,5.44,195.5,25,
3,EL,DeepHole,7/16/14,10:00,2.5,16.9,1.04,10.5,12.3,5.05,212.7,9.9,
3,EL,DeepHole,7/16/14,10:00,3,12.2,0.52,4.8,13.5,4.91,219.2,,
3,EL,DeepHole,7/16/14,10:00,3.5,9.3,1.03,8.9,13.2,4.86,222.2,,
3,EL,DeepHole,7/16/14,10:00,4,7.1,1.16,9.6,13.2,4.82,225.3,,
3,EL,DeepHole,7/16/14,10:00,4.5,6.2,1.27,10.1,13.2,4.78,227.4,,
3,EL,DeepHole,7/16/14,10:00,5,5.7,1.52,12.3,13.2,4.79,227.4,,
3,EL,DeepHole,7/16/14,10:00,5.5,5.3,2.05,16.2,13.1,4.79,227.4,,
3,EL,DeepHole,7/16/14,10:00,6,5.1,1.92,14.5,13.2,4.79,227,,
3,EL,DeepHole,7/16/14,10:00,6.5,4.8,1.22,9.5,15.1,4.85,180.6,,
3,EL,DeepHole,7/16/14,10:00,7,4.6,1.24,9.6,16.3,4.94,117.2,,
3,EL,DeepHole,7/16/14,10:00,7.5,4.4,1.26,9.7,17.1,4.98,91.8,,
3,EL,DeepHole,7/16/14,10:00,8,4.3,1.33,10.2,18.4,5.13,60.1,,
3,EL,DeepHole,7/16/14,10:00,9,4.2,1.36,10.4,19.7,5.16,50.1,,
3,EL,DeepHole,7/16/14,10:00,10,4.1,1.38,10.5,20.7,5.2,43.2,,
3,EL,DeepHole,7/16/14,10:00,11,4.1,1.39,10.7,21.3,5.25,37.5,,
3,EL,DeepHole,7/16/14,10:00,12,4.1,1.44,11,21.7,5.28,34.3,,
3,EL,DeepHole,7/16/14,10:00,13,4.1,1.38,10.4,21.8,5.34,31,,
3,EL,DeepHole,7/16/14,10:00,14,4.1,1.36,10.5,21.8,5.41,26.9,,
15,MO,DeepHole,7/17/14,8:45,0,19.6,7.67,88,,,,580,Deck PAR 1000; partly cloudly; BC and JZ
15,MO,DeepHole,7/17/14,8:45,0.25,,,,,,,280,
15,MO,DeepHole,7/17/14,8:45,0.5,19.1,7.04,80.1,,,,175,
15,MO,DeepHole,7/17/14,8:45,0.75,,,,,,,75,
15,MO,DeepHole,7/17/14,8:45,1,19.9,6.67,75.5,,,,38,
15,MO,DeepHole,7/17/14,8:45,1.5,18.3,6.16,69,,,,11,
15,MO,DeepHole,7/17/14,8:45,2,15.7,0.15,1.6,,,,2.7,
15,MO,DeepHole,7/17/14,8:45,2.5,12.1,0.11,1.1,,,,,
15,MO,DeepHole,7/17/14,8:45,3,8.9,0.12,1.1,,,,,
15,MO,DeepHole,7/17/14,8:45,3.5,6.6,0.11,0.9,,,,,
15,MO,DeepHole,7/17/14,8:45,4,5.6,0.1,0.8,,,,,
15,MO,DeepHole,7/17/14,8:45,4.5,5,0.09,0.7,,,,,
15,MO,DeepHole,7/17/14,8:45,5,4.6,0.07,0.6,,,,,
15,MO,DeepHole,7/17/14,8:45,5.5,4.4,0.08,0.7,,,,,
15,MO,DeepHole,7/17/14,8:45,6,4.3,0.07,0.6,,,,,
15,MO,DeepHole,7/17/14,8:45,6.5,4.3,0.07,0.6,,,,,
15,MO,DeepHole,7/17/14,8:45,7,4.3,0.07,0.6,,,,,
15,HB,DeepHole,7/21/14,8:50,0,22.8,5.73,66.6,14.5,5.93,227.3,750,Deck PAR 1700; Sunny; BC and JZ
15,HB,DeepHole,7/21/14,8:50,0.25,,,,,,,140,
15,HB,DeepHole,7/21/14,8:50,0.5,22,5.23,60.4,14.6,5.13,218.6,47,
15,HB,DeepHole,7/21/14,8:50,0.75,,,,,,,20,
15,HB,DeepHole,7/21/14,8:50,1,17.5,2.49,26.1,15.4,4.61,229.3,7.2,
15,HB,DeepHole,7/21/14,8:50,1.5,14.4,0.49,4.8,17.2,4.26,229.5,,
15,HB,DeepHole,7/21/14,8:50,2,10.3,0.62,5.5,17.9,4.31,225.1,,
15,HB,DeepHole,7/21/14,8:50,2.5,7.3,0.76,6.2,19.6,4.51,142.5,,
15,HB,DeepHole,7/21/14,8:50,3,5.9,0.8,6.4,19.7,4.62,100.7,,
15,HB,DeepHole,7/21/14,8:50,3.5,4.8,0.82,6.4,19.3,4.75,83.4,,
15,HB,DeepHole,7/21/14,8:50,4,4.3,0.8,6.2,21.2,4.92,67.8,,
15,HB,DeepHole,7/21/14,8:50,4.5,4.2,0.72,5.5,22.4,5.01,63.2,,
15,HB,DeepHole,7/21/14,8:50,5,4,0.7,5.3,23.4,5.06,61,,
15,HB,DeepHole,7/21/14,8:50,5.5,4,0.66,5,24.1,5.14,57.9,,
15,HB,DeepHole,7/21/14,8:50,6,4.1,0.63,4.8,25.3,5.2,55,,
15,HB,DeepHole,7/21/14,8:50,6.5,4.1,0.6,4.6,26.5,5.23,52.8,,
15,HB,DeepHole,7/21/14,8:50,7,4.2,0.59,4.5,29.4,5.28,49,,
15,CR,DeepHole,7/21/14,11:45,0,22.7,8.19,94.8,10.1,5.07,210.5,1550,Deck PAR 2390; Sunny; BC and JZ
15,CR,DeepHole,7/21/14,11:45,0.25,,,,,,,1200,
15,CR,DeepHole,7/21/14,11:45,0.5,22.6,7.8,89.2,10.2,5.35,177.3,950,
15,CR,DeepHole,7/21/14,11:45,0.75,,,,,,,830,
15,CR,DeepHole,7/21/14,11:45,1,22.4,7.63,86.4,10.1,5.42,166.9,680,
15,CR,DeepHole,7/21/14,11:45,1.5,22.1,7.52,86.5,10.1,5.45,163.8,520
15,CR,DeepHole,7/21/14,11:45,2,21.9,7.45,83.7,10.1,5.49,159.4,390
15,CR,DeepHole,7/21/14,11:45,2.5,21.8,7.39,84.1,10.1,5.51,159,291
15,CR,DeepHole,7/21/14,11:45,3,20.9,7.35,81.5,10.1,5.46,163,180
15,CR,DeepHole,7/21/14,11:45,3.5,19.9,7.74,84.9,10.2,5.4,167.3,140
15,CR,DeepHole,7/21/14,11:45,4,17.2,9.18,96,10.6,5.3,174.6,96
15,CR,DeepHole,7/21/14,11:45,4.5,13.3,10.79,102.8,10.7,5.28,174.6,72
15,CR,DeepHole,7/21/14,11:45,5,10.5,9.5,84.9,11.1,5.26,173.9,49
15,CR,DeepHole,7/21/14,11:45,5.5,8.9,6.91,59.7,11.5,5.27,169.2,34.4
