Project ID,Lake ID,Site,Date Sample ,Time Sample,Depth (m),temp,DO (mg/L),DO (%sat),SpCond (uS/cm),pH,ORP,PAR (uE/m2/s),Comments
15,CR,DeepHole,6/17/14,10:45,3.5,14.92,11.71,113.2,26,5.54,203.2,125
15,CR,DeepHole,6/17/14,10:45,4,10.6,12.45,110.4,26.6,5.37,215.1,95
15,CR,DeepHole,6/17/14,10:45,4.5,8.7,11.72,100.1,27,5.26,221.1,68
15,CR,DeepHole,6/17/14,10:45,5,7.9,10.84,91.4,27.4,5.18,223.9,45
15,CR,DeepHole,6/17/14,10:45,5.5,7.2,10,82.3,27.9,5.1,225.5,30
15,CR,DeepHole,6/17/14,10:45,6,6.4,7.52,60.8,28.6,5,227.1,21
15,CR,DeepHole,6/17/14,10:45,6.5,6.2,5.78,46.5,28.8,4.87,225.4,16.5
15,CR,DeepHole,6/17/14,10:45,7,6.1,5.14,41.6,29,4.83,225.2,
15,CR,DeepHole,6/17/14,10:45,7.5,5.9,4.67,37.3,29.2,4.76,227.1,
15,CR,DeepHole,6/17/14,10:45,8,5.7,4.26,34,29.4,4.76,227.4,
15,CR,DeepHole,6/17/14,10:45,9,5.6,3.35,26.4,29.9,4.72,229.2,
15,CR,DeepHole,6/17/14,10:45,10,5.4,3.02,23.7,30.5,4.75,173.4,
15,CR,DeepHole,6/17/14,10:45,11,5.4,2.74,21.6,30.8,4.77,179.7,
15,CR,DeepHole,6/17/14,10:45,12,5.3,0.11,0.8,34.6,4.82,157,
15,CR,DeepHole,6/17/14,10:45,13,5.4,0.04,0.3,39.5,5.17,58.8,,
15,CR,DeepHole,6/17/14,10:45,14,5.4,0,0,39.4,5.23,36,,
17,CB,DeepHole,6/18/14,9:45,0,22.6,7.41,90,,,,246.5,Deck PAR 432.5; Bottom is 6.5m; Cloudy and about to storm but no wind; SE and SM
17,CB,DeepHole,6/18/14,9:45,0.25,,,,,,,26,
17,CB,DeepHole,6/18/14,9:45,0.5,22.1,7.25,86.7,,,,12.24,
17,CB,DeepHole,6/18/14,9:45,0.75,,,,,,,8.32,
17,CB,DeepHole,6/18/14,9:45,1,18.8,7.53,85.7,,,,2.05,
17,CB,DeepHole,6/18/14,9:45,1.5,15,4.72,47.3,,,,0.68,
17,CB,DeepHole,6/18/14,9:45,2,11.3,2.05,19.3,,,,,
17,CB,DeepHole,6/18/14,9:45,2.5,7.5,2.14,17.6,,,,,
17,CB,DeepHole,6/18/14,9:45,3,5.7,2.06,18.8,,,,,
17,CB,DeepHole,6/18/14,9:45,3.5,4.9,0.53,4,,,,,
17,CB,DeepHole,6/18/14,9:45,4,4.6,0.25,1.6,,,,,
17,CB,DeepHole,6/18/14,9:45,4.5,4.3,0.14,1.1,,,,,
17,CB,DeepHole,6/18/14,9:45,5,4.2,0.13,1.1,,,,,
17,CB,DeepHole,6/18/14,9:45,5.5,5,0.21,1.7,,,,,
17,CB,DeepHole,6/18/14,9:45,6,5,0.17,1.4,,,,,
17,CB,DeepHole,6/18/14,9:45,6.5,5,0.15,1.3,,,,,
3,WL,DeepHole,6/18/14,9:20,0,21.5,8.08,91.2,25.6,7.2,160.9,200,Deck PAR 375; Overcast and Windy; JZ and BC
3,WL,DeepHole,6/18/14,9:20,0.25,,,,,,,143,
3,WL,DeepHole,6/18/14,9:20,0.5,21.4,8.15,91.8,25.4,6.92,163.6,79,
3,WL,DeepHole,6/18/14,9:20,0.75,,,,,,,59,
3,WL,DeepHole,6/18/14,9:20,1,21.4,7.96,90,25.6,6.69,164,52,
3,WL,DeepHole,6/18/14,9:20,1.5,19.3,8.23,89.6,25.5,6.54,172.6,28,
3,WL,DeepHole,6/18/14,9:20,2,17.7,8.72,91.7,25.4,6.41,177.3,19,
3,WL,DeepHole,6/18/14,9:20,2.5,14.2,12.58,121.6,25.5,6.3,181.6,11.5,
3,WL,DeepHole,6/18/14,9:20,3,10.4,14.22,127.4,25.6,6.31,182.9,7,
3,WL,DeepHole,6/18/14,9:20,3.5,8.1,14.95,125.7,26.2,6.29,184.4,4.6,
3,WL,DeepHole,6/18/14,9:20,4,6.6,7.96,64.7,27.9,5.96,196.6,3,
3,WL,DeepHole,6/18/14,9:20,4.5,5.7,3.74,29.8,29.2,5.75,200.3,1.75,
3,WL,DeepHole,6/18/14,9:20,5,5.2,1.14,9,30.4,5.56,198.6,,
3,WL,DeepHole,6/18/14,9:20,5.5,4.8,0.14,1.1,30.7,5.5,189,,
3,WL,DeepHole,6/18/14,9:20,6,4.6,0.06,0.6,35,5.51,168.8,,
3,WL,DeepHole,6/18/14,9:20,6.5,4.4,0.07,0.5,35.9,5.49,161.9,,
3,WL,DeepHole,6/18/14,9:20,7,4.3,0.06,0.4,37.2,5.49,130.7,,
3,WL,DeepHole,6/18/14,9:20,7.5,4.3,0.07,0.3,37.9,5.5,63.6,,
3,WL,DeepHole,6/18/14,9:20,8,4.3,0.04,0.2,31.2,5.5,38.9,,
3,WL,DeepHole,6/18/14,9:20,9,4.3,0.04,0.2,39.2,5.46,26.7,,
3,WL,DeepHole,6/18/14,9:20,10,4.2,0.02,0.2,40.5,5.45,10.6,,
3,WL,DeepHole,6/18/14,9:20,11,4.2,0.02,0.2,41,5.45,3.6,,
3,WL,DeepHole,6/18/14,9:20,12,4.2,0.01,0.1,42,5.42,-1.9,,
3,WL,DeepHole,6/18/14,9:20,13,4.2,0.01,0.1,43.5,5.47,-3.9,,
3,WL,DeepHole,6/18/14,9:20,14,4.2,0,0,45.1,5.54,-9.4,,
3,EL,DeepHole,6/18/14,10:35,0,21.3,7.88,88.9,26.9,5.94,168.8,75,Deck PAR 125; Cloudy; JZ and BC
3,EL,DeepHole,6/18/14,10:35,0.25,,,,,,,31,
3,EL,DeepHole,6/18/14,10:35,5,21.1,7.97,89.1,27,5.78,170.3,14,
3,EL,DeepHole,6/18/14,10:35,0.75,,,,,,,7,
3,EL,DeepHole,6/18/14,10:35,1,20.3,7.95,88.1,27,5.63,175.3,4.3,
3,EL,DeepHole,6/18/14,10:35,1.5,19,8.15,87.5,26.9,5.44,182.5,2
3,EL,DeepHole,6/18/14,10:35,2,17,7.84,81.8,27.3,5.33,190,1
3,EL,DeepHole,6/18/14,10:35,2.5,13,6.59,62.8,29.6,5.08,204.5,0.4
3,EL,DeepHole,6/18/14,10:35,3,8.8,2.83,24.4,31.2,4.91,210.4,
3,EL,DeepHole,6/18/14,10:35,3.5,6.8,3.01,24.8,31.2,4.84,210.1,
3,EL,DeepHole,6/18/14,10:35,4,5.8,2.74,22.1,31.5,4.8,211.6,
3,EL,DeepHole,6/18/14,10:35,4.5,5.4,2.62,20.6,31.6,4.8,210.9,
3,EL,DeepHole,6/18/14,10:35,5,5.2,2.77,21.9,31.7,4.78,211.7,
3,EL,DeepHole,6/18/14,10:35,5.5,5,2.49,19.2,32.1,4.77,212,
3,EL,DeepHole,6/18/14,10:35,6,4.7,1.93,15,32.6,4.76,212,
3,EL,DeepHole,6/18/14,10:35,6.5,4.4,0.43,3.3,34,4.76,212.1,
3,EL,DeepHole,6/18/14,10:35,7,4.3,0.11,0.9,38,4.8,195.3,
3,EL,DeepHole,6/18/14,10:35,7.5,4.2,0.05,0.4,42.4,4.93,104.3,
3,EL,DeepHole,6/18/14,10:35,8,4.1,0.03,0.2,44.7,4.93,80.5,
3,EL,DeepHole,6/18/14,10:35,9,4,0.02,0.1,47.9,4.99,44.9,
3,EL,DeepHole,6/18/14,10:35,10,3.9,0.03,0.2,52.5,5.06,25.7,
3,EL,DeepHole,6/18/14,10:35,11,3.9,0.02,0.1,52.9,5.05,22.8,,
3,EL,DeepHole,6/18/14,10:35,12,3.9,0.01,0.1,53.6,5.07,19.4,,
3,EL,DeepHole,6/18/14,10:35,13,3.9,0.01,0.1,58.9,5.11,16.7,,
3,EL,DeepHole,6/18/14,10:35,14,3.9,0,0,60.2,5.19,11.3,,
15,MO,DeepHole,6/19/14,8:35,0,20.7,7.96,88.9,108,7.47,111.3,370,Deck PAR 810; Minidot pulled @ 8:35; Temp chain downloaded @ 8:40; Overcast and Breezy; JZ and BC
15,MO,DeepHole,6/19/14,8:35,0.25,,,,,,,135,
15,MO,DeepHole,6/19/14,8:35,0.5,20.7,7.78,86.9,107.9,7.38,107.9,70,
15,MO,DeepHole,6/19/14,8:35,0.75,,,,,,,24,
15,MO,DeepHole,6/19/14,8:35,1,20.7,7.8,87,108.1,7.27,108.1,13,
15,MO,DeepHole,6/19/14,8:35,1.5,16.7,6.95,71.2,108.2,6.97,125.2,3.3,
15,MO,DeepHole,6/19/14,8:35,2,12.5,0.16,1.8,132.5,6.61,121,,
15,MO,DeepHole,6/19/14,8:35,2.5,8.4,0.11,0.9,185.6,6.54,91.1,,
15,MO,DeepHole,6/19/14,8:35,3,6,0.07,0.6,228.1,6.52,50.5,,
15,MO,DeepHole,6/19/14,8:35,3.5,4.9,0.06,0.5,253.6,6.51,3,,
15,MO,DeepHole,6/19/14,8:35,4,4.3,0.06,0.4,274.9,6.54,-41.2,,
15,MO,DeepHole,6/19/14,8:35,4.5,4.1,0.04,0.3,287.7,6.54,-49.5,,
15,MO,DeepHole,6/19/14,8:35,5,3.9,0.03,0.3,300.6,6.57,-63.6,,
15,MO,DeepHole,6/19/14,8:35,5.5,3.9,0.04,0.3,312.6,6.57,-69.7,,
15,MO,DeepHole,6/19/14,8:35,6,3.9,0.03,0.2,324.9,6.57,-72.4,,
15,MO,DeepHole,6/19/14,8:35,6.5,3.9,0.04,0.3,337.1,6.56,-74.8,,
15,MO,DeepHole,6/19/14,8:35,7,3.9,0.03,0.2,387.7,6.58,-79.2,,
17,BR,DeepHole,6/19/14,8:52,0,20.3,7.98,90.4,,,,370,"Deck PAR 465; Cloudy; EM, SE, and CH"
17,BR,DeepHole,6/19/14,8:52,0.25,,,,,,,120,
17,BR,DeepHole,6/19/14,8:52,0.5,20.3,7.88,90,,,,80,
17,BR,DeepHole,6/19/14,8:52,0.75,,,,,,,53,
17,BR,DeepHole,6/19/14,8:52,1,20.1,7.67,89.5,,,,40,
17,BR,DeepHole,6/19/14,8:52,1.5,20.1,7.5,87.8,,,,24,
17,BR,DeepHole,6/19/14,8:52,2,17.8,6.63,72.4,,,,10,
17,BR,DeepHole,6/19/14,8:52,2.5,17.2,6.13,66,,,,6,
17,BR,DeepHole,6/19/14,8:52,3,15.1,2.83,28.7,,,,2,
17,BR,DeepHole,6/19/14,8:52,3.5,12.4,0.1,1,,,,,
17,BR,DeepHole,6/19/14,8:52,4,11.1,0.07,0.7,,,,,
17,BR,DeepHole,6/19/14,8:52,4.5,10,0.06,0.5,,,,,
17,BR,DeepHole,6/19/14,8:52,5,10,0.05,0.5,,,,,
17,BR,DeepHole,6/19/14,8:52,5.5,10,0.05,0.5,,,,,
17,BR,DeepHole,6/19/14,8:52,6,10,0.05,0.5,,,,,
17,BA,DeepHole,6/19/14,10:27,0,20.3,8.7,102.8,,,,580,"Deck PAR 853; Overcast; EM, SE, and CH"
17,BA,DeepHole,6/19/14,10:27,0.25,,,,,,,410,
17,BA,DeepHole,6/19/14,10:27,0.5,20.3,8.66,100.5,,,,263,
17,BA,DeepHole,6/19/14,10:27,0.75,,,,,,,230,
17,BA,DeepHole,6/19/14,10:27,1,20.3,8.5,98.9,,,,198,
17,BA,DeepHole,6/19/14,10:27,1.5,20.2,8.54,98.8,,,,71,
17,BA,DeepHole,6/19/14,10:27,2,20.1,8.76,101,,,,50,
17,BA,DeepHole,6/19/14,10:27,2.5,20.1,8.6,98.8,,,,35,
17,BA,DeepHole,6/19/14,10:27,3,20,8.73,100.5,,,,25,
17,BA,DeepHole,6/19/14,10:27,3.5,17.5,9.42,103.8,,,,17,
17,BA,DeepHole,6/19/14,10:27,4,12.5,11.05,111.2,,,,14,
17,BA,DeepHole,6/19/14,10:27,4.5,9.8,9.67,90.7,,,,11,
17,BA,DeepHole,6/19/14,10:27,5,8.3,8.18,73,,,,7,
17,BA,DeepHole,6/19/14,10:27,5.5,7.9,7.39,65.2,,,,4,
17,BA,DeepHole,6/19/14,10:27,6,7.4,5.75,50.5,,,,,
17,BA,DeepHole,6/19/14,10:27,6.5,7,5.2,45.4,,,,,
17,BA,DeepHole,6/19/14,10:27,7,6.8,4.9,42.5,,,,,
17,BA,DeepHole,6/19/14,10:27,7.5,6.6,4.36,37.7,,,,,
17,BA,DeepHole,6/19/14,10:27,8,6.5,4.26,36.5,,,,,
17,BA,DeepHole,6/19/14,10:27,9,6.3,4.1,35.2,,,,,
17,BA,DeepHole,6/19/14,10:27,10,6,3.77,31.7,,,,,
17,BA,DeepHole,6/19/14,10:27,11,5.9,0.25,2.1,,,,,
17,BA,DeepHole,6/19/14,10:27,12,5.9,0.08,0.7,,,,,
17,NG,DeepHole,6/20/14,8:41,0,19.5,5.92,68.5,,,,109,"Deck PAR 149; Cloudy; EM, SE, and CH"
17,NG,DeepHole,6/20/14,8:41,0.25,,,,,,,23,
17,NG,DeepHole,6/20/14,8:41,0.5,19.4,5.91,67.9,,,,8.2,
17,NG,DeepHole,6/20/14,8:41,0.75,,,,,,,4,
17,NG,DeepHole,6/20/14,8:41,1,15.1,0.4,4.2,,,,2.3,
17,NG,DeepHole,6/20/14,8:41,1.5,9.7,0.14,1.3,,,,0.5,
17,NG,DeepHole,6/20/14,8:41,2,6.2,0.09,0.8,,,,,
17,NG,DeepHole,6/20/14,8:41,2.5,4.6,0.09,0.8,,,,,
17,NG,DeepHole,6/20/14,8:41,3,4.1,0.09,0.7,,,,,
17,NG,DeepHole,6/20/14,8:41,3.5,4,0.08,0.7,,,,,
17,NG,DeepHole,6/20/14,8:41,4,4,0.08,0.6,,,,,
17,NG,DeepHole,6/20/14,8:41,4.5,4,0.08,0.6,,,,,
17,NG,DeepHole,6/20/14,8:41,5,4,0.07,0.6,,,,,
17,NG,DeepHole,6/20/14,8:41,5.5,4.1,0.06,0.5,,,,,
17,NG,DeepHole,6/20/14,8:41,6,4.2,0.06,0.5,,,,,
17,NG,DeepHole,6/20/14,8:41,6.5,4.3,0.06,0.5,,,,,
17,WA,DeepHole,6/20/14,9:26,0,20.3,7.41,86.6,,,,200,"Deck PAR 245; Cloudy; EM, SE, and CH"
17,WA,DeepHole,6/20/14,9:26,0.25,,,,,,,97,
17,WA,DeepHole,6/20/14,9:26,0.5,20.5,7.2,84.9,,,,41,
17,WA,DeepHole,6/20/14,9:26,0.75,,,,,,,25,
17,WA,DeepHole,6/20/14,9:26,1,20.4,7.4,86.9,,,,16,
17,WA,DeepHole,6/20/14,9:26,1.5,16,10.44,111.3,,,,8,
17,WA,DeepHole,6/20/14,9:26,2,10.6,0.27,2.5,,,,3.5,
17,WA,DeepHole,6/20/14,9:26,2.5,8,0.14,1.2,,,,1.9,
17,WA,DeepHole,6/20/14,9:26,3,6.2,0.11,0.9,,,,,
17,WA,DeepHole,6/20/14,9:26,3.5,5.6,0.09,0.8,,,,,
17,WA,DeepHole,6/20/14,9:26,4,5.3,0.08,0.7,,,,,
17,WA,DeepHole,6/20/14,9:26,4.5,5.2,0.08,0.6,,,,,
17,WA,DeepHole,6/20/14,9:26,5,5.2,0.07,0.6,,,,,
17,WA,DeepHole,6/20/14,9:26,5.5,5.2,0.07,0.6,,,,,
17,WA,DeepHole,6/20/14,9:26,6,5.2,0.06,0.5,,,,,
17,WA,DeepHole,6/20/14,9:26,6.5,5.2,0.06,0.5,,,,,
15,HB,DeepHole,6/24/14,8:55,0,22.9,6.77,78.6,33.3,5.84,205.3,410,Deck PAR 780; Overcast; JZ and BC
15,HB,DeepHole,6/24/14,8:55,0.25,,,,,,,105,
15,HB,DeepHole,6/24/14,8:55,0.5,22.5,6.42,74.4,33.4,5.55,209.5,42,
15,HB,DeepHole,6/24/14,8:55,0.75,,,,,,,17.7,
15,HB,DeepHole,6/24/14,8:55,1,16.9,2.32,24.5,36.8,4.84,218.7,7.5,
15,HB,DeepHole,6/24/14,8:55,1.5,11.7,0.14,1.2,42.8,4.37,215.1,1.45,
15,HB,DeepHole,6/24/14,8:55,2,7.7,0.05,0.4,45,4.24,212.7,,
15,HB,DeepHole,6/24/14,8:55,2.5,5.5,0.02,0.2,47.7,4.31,126.3,,
15,HB,DeepHole,6/24/14,8:55,3,4.3,0.01,0.1,47.7,4.41,80.9,,
15,HB,DeepHole,6/24/14,8:55,3.5,4,0,0,49.7,4.45,70.6,,
15,HB,DeepHole,6/24/14,8:55,4,3.8,0,0,53,4.55,55.6,,
15,HB,DeepHole,6/24/14,8:55,4.5,3.8,0,0,55.2,4.6,50.5,,
15,HB,DeepHole,6/24/14,8:55,5,3.6,0,0,57.8,4.63,47.5,,
15,HB,DeepHole,6/24/14,8:55,5.5,3.8,0,0,58.5,4.68,45.7,,
15,HB,DeepHole,6/24/14,8:55,6,3.9,0,0,60.1,4.7,44.7,,
15,HB,DeepHole,6/24/14,8:55,6.5,4,0,0,63.2,4.74,41.2,,
15,HB,DeepHole,6/24/14,8:55,7,4.1,0,0,68.4,4.75,38,,
15,CR,DeepHole,6/24/14,10:20,0,22.9,7.95,92.3,26.4,5.7,167.3,415,Deck PAR 775; Partly Cloudy; JZ and BC
15,CR,DeepHole,6/24/14,10:20,0.25,,,,,,,260,
15,CR,DeepHole,6/24/14,10:20,0.5,22.6,8.04,92.8,26.5,5.73,167.2,202,
15,CR,DeepHole,6/24/14,10:20,0.75,,,,,,,154,
15,CR,DeepHole,6/24/14,10:20,1,22.2,7.9,90.4,26.2,5.64,170.8,115
15,CR,DeepHole,6/24/14,10:20,1.5,21.3,8.06,89.1,26.3,5.61,175.1,79
15,CR,DeepHole,6/24/14,10:20,2,20.6,8.13,89.7,26.2,5.55,180,64
15,CR,DeepHole,6/24/14,10:20,2.5,20,7.97,87.5,26.3,5.5,183.1,46.3
15,CR,DeepHole,6/24/14,10:20,3,18.3,8.56,90.7,26.2,5.46,189.1,34.5
15,CR,DeepHole,6/24/14,10:20,3.5,15.1,10.74,108.6,26.5,5.36,198,21.2
15,CR,DeepHole,6/24/14,10:20,4,12.1,11.78,109.4,26.7,5.28,205.2,15.5
15,CR,DeepHole,6/24/14,10:20,4.5,9.3,11.84,102.7,27.5,5.18,211.1,11.3
15,CR,DeepHole,6/24/14,10:20,5,8,9.1,76.2,27.7,5.09,215.8,8.02
15,CR,DeepHole,6/24/14,10:20,5.5,7.3,7.3,60.1,28.7,5.01,215.8,4
15,CR,DeepHole,6/24/14,10:20,6,6.7,6.2,51.2,28.9,4.95,215,
15,CR,DeepHole,6/24/14,10:20,6.5,6.4,5.27,43,29.2,4.89,214.8,
15,CR,DeepHole,6/24/14,10:20,7,6.3,4.33,34.9,29.1,4.82,213,
15,CR,DeepHole,6/24/14,10:20,7.5,6,3.76,30.3,29.9,4.81,211.6,
15,CR,DeepHole,6/24/14,10:20,8,5.9,3.47,27.7,30,4.79,212.7,
15,CR,DeepHole,6/24/14,10:20,9,5.8,3.26,25.7,30.3,4.78,212,
15,CR,DeepHole,6/24/14,10:20,10,5.6,2.61,20.8,30.7,4.78,208.2,,
15,CR,DeepHole,6/24/14,10:20,11,5.6,2.56,20.2,30.9,4.73,207.2,,
15,CR,DeepHole,6/24/14,10:20,12,5.6,2.27,17.9,33,4.76,97.1,,
3,WL,DeepHole,6/25/14,8:40,0,21.8,7.35,83.8,25.8,7.32,155.2,187.5,Deck PAR 300; Overcast; JZ and BC
3,WL,DeepHole,6/25/14,8:40,0.25,,,,,,,125,
3,WL,DeepHole,6/25/14,8:40,0.5,21.8,7.24,82.6,25.6,7.08,153.6,88,
3,WL,DeepHole,6/25/14,8:40,0.75,,,,,,,58.5,
3,WL,DeepHole,6/25/14,8:40,1,21.8,7.18,81.9,44.7,6.8,162.5,44.7,
3,WL,DeepHole,6/25/14,8:40,1.5,21.4,6.99,78.9,28.6,6.69,162,28.6,
3,WL,DeepHole,6/25/14,8:40,2,18.5,7.71,82.3,26.1,6.2,182.4,14.1,
3,WL,DeepHole,6/25/14,8:40,2.5,15.4,11.57,115.7,25.5,6.12,188.7,10.2,
3,WL,DeepHole,6/25/14,8:40,3,11.4,13.48,124.4,25.5,6.1,190.4,7.3,
3,WL,DeepHole,6/25/14,8:40,3.5,8.6,13.8,118.2,26.7,6.03,193.2,4.5,
3,WL,DeepHole,6/25/14,8:40,4,7,7.27,59.8,27.9,5.71,205.7,3.03,
3,WL,DeepHole,6/25/14,8:40,4.5,6,3.16,25.4,29.2,5.49,203.2,1.8,
3,WL,DeepHole,6/25/14,8:40,5,5.2,0.35,2.7,30.3,5.34,197.1,,
3,WL,DeepHole,6/25/14,8:40,5.5,4.8,0.05,0.4,34,5.31,168.1,,
3,WL,DeepHole,6/25/14,8:40,6,4.6,0.05,0.6,35.9,5.32,154.6,,
3,WL,DeepHole,6/25/14,8:40,6.5,4.4,0.04,0.3,37.3,5.31,139.4,,
3,WL,DeepHole,6/25/14,8:40,7,4.3,0,0,38.4,5.33,45.1,,
3,WL,DeepHole,6/25/14,8:40,7.5,4.3,0.02,0.2,39.3,5.36,20.1,,
3,WL,DeepHole,6/25/14,8:40,8,4.3,0.02,0.1,39.6,5.37,11,,
3,WL,DeepHole,6/25/14,8:40,9,4.2,0,0,40.5,5.35,3.4,,
3,WL,DeepHole,6/25/14,8:40,10,4.2,0,0,41.3,5.38,-4.8,,
3,WL,DeepHole,6/25/14,8:40,11,4.2,0,0,41.9,5.38,-8.2,,
3,WL,DeepHole,6/25/14,8:40,12,4.2,0,0,42.4,5.38,-10.9,,
3,WL,DeepHole,6/25/14,8:40,13,4.2,0,0,42.7,5.39,-12.6,,
3,WL,DeepHole,6/25/14,8:40,14,4.2,0,0,47.8,5.46,-17.3,,
3,EL,DeepHole,6/25/14,10:30,0,21.6,7.17,81,27,6.07,150,250,Deck PAR 454; Overcast and Drizzling; JZ and BC
3,EL,DeepHole,6/25/14,10:30,0.25,,,,,,,125,
3,EL,DeepHole,6/25/14,10:30,0.5,21.6,7.28,82,26.9,5.77,163.3,59,
3,EL,DeepHole,6/25/14,10:30,0.75,,,,,,,34.2,
3,EL,DeepHole,6/25/14,10:30,1,21.4,7.65,86.3,26.7,5.68,166.9,20.6
3,EL,DeepHole,6/25/14,10:30,1.5,19.8,7.12,78.1,27,5.4,180.3,8.6
3,EL,DeepHole,6/25/14,10:30,2,17.1,6.41,66.6,28,5.18,191.6,3.5
3,EL,DeepHole,6/25/14,10:30,2.5,13,4.24,40.1,30.2,4.92,202.9,1.75
3,EL,DeepHole,6/25/14,10:30,3,9.3,2.68,23,31,4.8,205.4,
3,EL,DeepHole,6/25/14,10:30,3.5,7.2,3,25,30.9,4.75,206.6,
3,EL,DeepHole,6/25/14,10:30,4,6.1,2.75,22.1,31.2,4.73,208,
3,EL,DeepHole,6/25/14,10:30,4.5,5.6,1.98,15.8,31.7,4.72,208.5,
3,EL,DeepHole,6/25/14,10:30,5,5.3,1.97,15.6,31.7,4.76,206.8,
3,EL,DeepHole,6/25/14,10:30,5.5,5.1,2.18,17.1,31.7,4.74,206.5,
3,EL,DeepHole,6/25/14,10:30,6,4.8,1.93,15,32.7,4.73,206.6,
3,EL,DeepHole,6/25/14,10:30,6.5,4.6,0.73,5.6,33.3,4.72,205.7,
3,EL,DeepHole,6/25/14,10:30,7,4.4,0.04,0.3,37.9,4.79,167,
3,EL,DeepHole,6/25/14,10:30,7.5,4.3,0.01,0.1,41.5,4.82,120,
3,EL,DeepHole,6/25/14,10:30,8,4.2,0,0,44.1,4.96,57.5,
3,EL,DeepHole,6/25/14,10:30,9,4,0,0,48.5,5.01,35.6,
3,EL,DeepHole,6/25/14,10:30,10,4,0,0,51.3,5.02,29.2,,
3,EL,DeepHole,6/25/14,10:30,11,3.9,0,0,53,5.06,20.9,,
3,EL,DeepHole,6/25/14,10:30,12,3.9,0,0,53.9,5.04,19.1,,
3,EL,DeepHole,6/25/14,10:30,13,4,0,0,54.8,5.15,11.8,,
3,EL,DeepHole,6/25/14,10:30,14,4,0,0,54.8,5.21,8.5,,
15,MO,DeepHole,6/26/14,8:55,0,20.7,7.07,78.1,112.2,7.29,104.3,880,Deck PAR 1240; Sunny w/ Cloud Patches; JZ and BC
15,MO,DeepHole,6/26/14,8:55,0.25,,,,,,,240,
15,MO,DeepHole,6/26/14,8:55,0.5,20.3,7.14,79.3,111.8,7.16,107.9,135,
15,MO,DeepHole,6/26/14,8:55,0.75,,,,,,,50,
15,MO,DeepHole,6/26/14,8:55,1,20.1,7.06,74.8,111.9,7.09,110.3,27,
15,MO,DeepHole,6/26/14,8:55,1.5,17.2,3.53,37.2,114.3,6.77,123.3,10,
15,MO,DeepHole,6/26/14,8:55,2,13,0.13,1.1,133.3,6.5,126.5,3,
15,MO,DeepHole,6/26/14,8:55,2.5,9.6,0.1,0.8,184.5,6.45,120.1,,
15,MO,DeepHole,6/26/14,8:55,3,6.7,0.05,0.4,230.4,6.43,53,,
15,MO,DeepHole,6/26/14,8:55,3.5,5.6,0.02,0.2,257.4,6.43,-15.3,,
15,MO,DeepHole,6/26/14,8:55,4,4.6,0.02,0.2,274.1,6.46,-47.2,,
15,MO,DeepHole,6/26/14,8:55,4.5,4.3,0.02,0.1,286,6.45,-54.9,,
15,MO,DeepHole,6/26/14,8:55,5,4,0.02,0.1,299.5,6.52,-71.9,,
15,MO,DeepHole,6/26/14,8:55,5.5,4,0,0,310.1,6.52,-73.5,,
15,MO,DeepHole,6/26/14,8:55,6,3.9,0,0,329.8,6.52,-78.2,,
15,MO,DeepHole,6/26/14,8:55,6.5,3.9,0,0,343.3,6.53,-81.3,,
15,HB,DeepHole,7/1/14,8:50,0,21.2,4.57,51.7,34.2,4.54,291.2,302,Deck PAR 657.5; DO meter died at 5m; Overcast and Breezy; JZ and BC
15,HB,DeepHole,7/1/14,8:50,0.25,,,,,,,66,
15,HB,DeepHole,7/1/14,8:50,0.5,21.2,4.53,51.2,35.2,4.38,281.2,28,
15,HB,DeepHole,7/1/14,8:50,0.75,,,,,,,10.1,
15,HB,DeepHole,7/1/14,8:50,1,19.1,1.07,11.5,37,4.15,274.8,3.5,
15,HB,DeepHole,7/1/14,8:50,1.5,12.6,0.08,0.7,42.9,3.96,265.4,0.9,
15,HB,DeepHole,7/1/14,8:50,2,8.4,0.03,0.3,44.3,3.91,265.3,,
15,HB,DeepHole,7/1/14,8:50,2.5,5.9,0.01,0.1,48.1,4.07,147.1,,
15,HB,DeepHole,7/1/14,8:50,3,4.4,0,0,47.5,4.2,80.1,,
15,HB,DeepHole,7/1/14,8:50,3.5,4.1,0,0,48,4.25,69.6,,
15,HB,DeepHole,7/1/14,8:50,4,3.9,0,0,51.7,4.37,48.5,,
15,HB,DeepHole,7/1/14,8:50,4.5,3.9,0,0,54.8,4.54,37,,
15,HB,DeepHole,7/1/14,8:50,5,3.8,0,0,,,,,
15,CR,DeepHole,7/1/14,10:30,0,22.2,7.38,85.1,10.4,7.36,137.1,495,Deck PAR 711.6; Overcast and Windy; BC and JZ
15,CR,DeepHole,7/1/14,10:30,0.25,,,,,,,365,
15,CR,DeepHole,7/1/14,10:30,0.5,22.2,7.4,85,10.4,6.93,151.2,230,
15,CR,DeepHole,7/1/14,10:30,0.75,,,,,,,183,
15,CR,DeepHole,7/1/14,10:30,1,22.2,7.45,85.6,10.4,6.7,159.5,134.5,
15,CR,DeepHole,7/1/14,10:30,1.5,22.2,7.54,86.6,10.4,6.57,165,88,
15,CR,DeepHole,7/1/14,10:30,2,22.2,7.24,83.1,10.5,6.6,159.8,58,
15,CR,DeepHole,7/1/14,10:30,2.5,22.2,7.04,80.9,10.5,6.48,159.7,39.6,
15,CR,DeepHole,7/1/14,10:30,3,21.8,7.3,83.2,10.4,6.36,167.8,30.3,
