lakeID,datetime,NLL,iota,R,GPP,DO0,convergence,sd_iota,sd_R,sd_GPP,GPP.weighted,R.weighted,thermo.depth,GPP.weighted.areal,R.weighted.areal
WL,5/28/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.095017042,NA,NA
WL,5/29/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.144641066,NA,NA
WL,5/30/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2814445,NA,NA
WL,5/31/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19680224,NA,NA
WL,6/1/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.429564218,NA,NA
WL,6/2/11,-236.6463865,5.02E-09,4.86E-09,3.52E-09,8.577787925,0,0.059239306,0.054045664,0.041530374,NA,NA,2.434988887,NA,NA
WL,6/3/11,-249.9520271,0.562660329,0.502764784,0.203105921,8.756892016,0,0.181180767,0.083739476,0.065401601,NA,NA,2.388083681,NA,NA
WL,6/4/11,-129.1138558,0.785877793,0.818683374,0.54421546,8.683350607,0,0.207117416,0.186558007,0.143427516,NA,NA,2.166819037,NA,NA
WL,6/5/11,-115.3731508,1.0786044,1.306408901,0.769434433,8.540564898,0,0.240201782,0.228521311,0.17135061,NA,NA,1.845398318,NA,NA
WL,6/6/11,-170.0572432,0.377997693,0.692008699,0.251802113,8.191186787,0,0.141277186,0.119631705,0.094111405,0.378924502,0.72454827,1.414926087,536.1501632,1025.182249
WL,6/7/11,-91.7653084,0.867699074,0.608965379,0.556459634,7.794904802,0,0.293069915,0.255951426,0.187947161,0.371572457,0.712687308,1.499501066,557.1732952,1068.675378
WL,6/8/11,-242.3924482,0.254539846,4.34E-07,0.172080072,7.581252284,0,0.045867461,0.036391637,0.03100841,0.411330166,0.799327573,1.683176727,692.3413626,1345.409569
WL,6/9/11,-234.7827069,0.151886996,0.336473714,0.060950142,8.046872037,0,0.240847368,0.143636261,0.096648704,0.380055246,0.771127947,1.089914947,414.2278932,840.4638751
WL,6/10/11,-303.4926553,1.165738934,0.60607167,0.182412238,8.196592052,0,0.340987212,0.069337298,0.053356921,0.305021478,0.665849473,2.335232743,712.2961426,1554.913492
WL,6/11/11,-223.1013427,0.506014013,0.613000643,0.303500177,8.216732075,0,0.175965847,0.145717519,0.105541871,0.291682652,0.62792688,2.357598403,687.6705538,1480.39941
WL,6/12/11,-199.2086551,0.694891151,0.966293985,0.49114231,8.287367825,0,0.105388709,0.097946434,0.074487715,0.276209893,0.661756826,2.295206893,633.9588501,1518.868828
WL,6/13/11,-185.4438303,0.326490515,0.578481717,0.231913695,8.299880561,0,0.118299804,0.109701521,0.084031061,0.297880138,0.623312317,2.091471369,623.0077797,1303.639864
WL,6/14/11,-279.4257768,0.274818065,0.34175053,0.190588809,8.168804908,0,0.100707829,0.110441437,0.069841789,0.291211215,0.609698015,2.016649794,587.2710372,1229.547375
WL,6/15/11,-311.9088443,0.384608139,0.330407449,0.150328365,8.02547679,0,0.106716447,0.081228196,0.041711309,0.34233679,0.704317823,2.222970364,761.0045378,1565.677647
WL,6/16/11,-141.7050771,2.536896581,1.032672641,0.456493399,8.117263919,0,1.313476057,0.312276002,0.236349071,0.334794108,0.709391284,2.38349297,797.9794025,1690.829139
WL,6/17/11,-216.6840912,0.011123891,0.306485667,0.006124629,7.865173531,0,0.070527502,0.061758051,0.038831267,0.296615748,0.7741917,2.355562001,698.6967859,1823.65655
WL,6/18/11,-258.4530612,0.347508961,0.424262982,0.067122321,7.891334178,0,0.251254295,0.062221794,0.048530465,0.300734901,0.796602477,2.305736289,693.4153743,1836.755238
WL,6/19/11,-266.3939521,4.370898353,1.040933883,0.456112349,7.910314434,0,0.659061337,0.089750879,0.068774424,0.306140818,0.835477678,2.395012614,733.2111217,2000.979578
WL,6/20/11,-259.1654732,0.272005001,0.694526937,0.065782143,7.680537371,0,0.238961869,0.076123879,0.057790937,0.328603747,0.88573242,2.474840591,813.2418901,2192.046545
WL,6/21/11,-261.1813473,3.273928147,1.213186609,0.348086769,7.738247994,0,0.662053219,0.094082813,0.07039005,0.590535705,1.104868243,2.482058772,1465.744327,2742.347914
WL,6/22/11,-99.53851175,0.378595576,0.863114663,0.06350783,7.712440676,0,1.046737924,0.26095175,0.175585925,0.584366121,1.169307563,NA,NA,NA
WL,6/23/11,-257.0489892,2.044826609,0.924385659,0.242756419,7.760419763,0,0.676368804,0.10637182,0.08029672,0.610614038,1.259782408,2.532048512,1546.104367,3189.830172
WL,6/24/11,-118.7565717,0.487593147,1.101741645,0.240284887,7.650759685,0,0.353289387,0.238908953,0.174100274,NA,NA,2.497612786,NA,NA
WL,6/25/11,-101.2140501,2.120974345,2.389484546,1.274466972,7.719664995,0,0.277398748,0.218103983,0.16668544,NA,NA,2.449764048,NA,NA
WL,6/26/11,-85.55266516,0.691107748,1.26281565,0.46424923,7.71167236,0,0.324616662,0.281312527,0.218060116,NA,NA,2.258523394,NA,NA
WL,6/27/11,-114.8137284,8.31E-08,1.330858565,2.28E-08,7.475439713,0,0.278660488,0.109812143,0.07654494,NA,NA,2.129389804,NA,NA
WL,6/28/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.234106767,NA,NA
WL,6/29/11,-55.68649659,3.82E-07,0.482693483,2.73E-07,8.225702546,0,0.117812081,0.126137501,0.08430747,NA,NA,NA,NA,NA
WL,6/30/11,-121.9661367,1.145660798,8.64E-08,0.618221639,8.498469593,0,0.162230542,0.098020751,0.087542868,NA,NA,1.981419306,NA,NA
WL,7/1/11,-52.63003805,0.897167521,0.799229112,0.385192022,8.478795949,0,0.623917002,0.376830554,0.267873999,NA,NA,1.619869971,NA,NA
WL,7/2/11,-74.3483374,1.120169212,1.171122939,0.79810345,7.998083655,0,0.339127049,0.312794886,0.241622841,NA,NA,1.794329715,NA,NA
WL,7/3/11,-119.6068468,0.522865158,0.929532483,0.383417384,7.723035847,0,0.195317731,0.18520263,0.143226628,0.531980899,0.736051058,2.272675558,1209.019986,1672.805249
WL,7/4/11,-166.5459617,0.216661247,0.426098066,0.151866444,7.396981825,0,0.112756418,0.109635929,0.079035437,0.506736319,0.734244414,2.316144699,1173.674638,1700.616307
WL,7/5/11,-138.8286641,0.822764657,0.857606399,0.402642168,7.094255909,0,0.202127287,0.124980504,0.098916462,0.476237842,0.727067525,2.593205016,1234.982361,1885.435153
WL,7/6/11,-159.8030912,1.006371875,0.391261624,0.665037092,7.08911097,0,0.177060452,0.1465131,0.117006219,0.462039923,0.701785361,1.947768118,899.9466318,1366.915151
WL,7/7/11,-156.445997,0.521510558,0.526954037,0.182516382,7.582974422,0,0.481291472,0.232847432,0.168440651,0.413601137,0.628490917,2.017997965,834.6462523,1268.293391
WL,7/8/11,-179.7712293,0.432839173,0.212929219,0.294804957,7.361256931,0,0.133399991,0.109091418,0.090858178,0.407790592,0.568862093,2.220736871,905.5956041,1263.293024
WL,7/9/11,-246.539382,1.471277388,0.699800693,0.487287071,7.451442554,0,0.222803005,0.093229917,0.073792355,NA,NA,2.660444984,NA,NA
WL,7/10/11,-187.2385626,0.434753843,0.510150198,0.255905471,7.498330631,0,0.166946569,0.138849027,0.098268344,NA,NA,2.329021106,NA,NA
WL,7/11/11,-168.2554087,0.497567637,0.33845909,0.338109648,7.279656179,0,0.155960718,0.135857018,0.105979207,NA,NA,2.159157128,NA,NA
WL,7/12/11,-168.6217182,0.183384098,0.451624885,0.082859048,7.437396687,0,0.242389233,0.148821232,0.109519535,NA,NA,2.625650328,NA,NA
WL,7/13/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WL,7/14/11,-83.99187769,0.16418962,0.204730894,0.034099562,7.298725623,0,0.835014065,0.251406728,0.173419084,NA,NA,2.48750198,NA,NA
WL,7/15/11,-112.626329,2.74424177,1.104630181,0.896863948,7.816938459,0,0.795398091,0.343094323,0.259949353,NA,NA,2.492426334,NA,NA
WL,7/16/11,-96.84360833,0.659833625,0.669224806,0.393570138,7.914229134,0,0.321971594,0.256062107,0.192045994,NA,NA,2.378645748,NA,NA
WL,7/17/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.074307643,NA,NA
WL,7/18/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91947633,NA,NA
WL,7/19/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.858126447,NA,NA
WL,7/20/11,-145.9252541,1.126441778,0.120192765,0.723389958,7.372025798,0,0.107417674,0.086390549,0.068982586,NA,NA,NA,NA,NA
WL,7/21/11,-136.5513387,0.868442726,0.5527882,0.600297766,7.523162285,0,0.097334498,0.085621196,0.067280985,NA,NA,1.968736003,NA,NA
WL,7/22/11,27.94123819,0.573933044,0.682265183,0.374940892,7.509522707,0,0.499586017,0.443092266,0.326371218,NA,NA,1.982498146,NA,NA
WL,7/23/11,-63.80495326,2.03547754,1.219954326,0.793945082,7.529654606,0,0.271581504,0.132107745,0.105931309,NA,NA,NA,NA,NA
WL,7/24/11,-54.95961874,1.711184297,1.000794954,0.91155144,7.411645729,0,0.197507783,0.142863064,0.105212807,0.88449397,1.452460147,2.353974438,2082.076195,3419.05406
WL,7/25/11,-102.6744442,2.002729071,1.267331657,1.188811632,7.662446388,0,0.207796146,0.148440093,0.123346926,NA,NA,2.389069509,NA,NA
WL,7/26/11,-77.95433984,0.894123049,0.641416478,0.605341795,7.705861745,0,0.175587797,0.145125416,0.118876963,NA,NA,2.424123559,NA,NA
WL,7/27/11,-77.64967707,7.089694754,2.639294121,1.199980071,8.066548515,0,0.997659247,0.22703496,0.168860756,NA,NA,2.485062793,NA,NA
WL,7/28/11,28.64897816,2.911569412,2.739661676,1.409262275,7.325185816,0,1.017747356,0.638023012,0.49261163,NA,NA,2.49827258,NA,NA
WL,7/29/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46122879,NA,NA
WL,7/30/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.456102389,NA,NA
WL,7/31/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.453062585,NA,NA
WL,8/1/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.478264057,NA,NA
WL,8/2/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.527788496,NA,NA
WL,8/3/11,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.527011753,NA,NA
WL,8/4/11,-199.2893674,1.492202483,0.408781873,0.898485166,8.180967714,0,0.080381179,0.062633786,0.048399126,NA,NA,2.487758081,NA,NA
WL,8/5/11,-154.4811005,1.004616981,2.85E-08,0.592726112,8.238543381,0,0.09629859,0.066593487,0.056816369,NA,NA,2.470999818,NA,NA
WL,8/6/11,-79.67281708,1.275711232,2.02E-09,0.494140544,8.122689655,0,0.270415877,0.105863856,0.104744275,NA,NA,2.435926875,NA,NA
WL,8/7/11,-126.7229723,1.615199134,0.842644011,0.888644427,8.30101858,0,0.228270646,0.160666952,0.12558912,NA,NA,2.454116144,NA,NA
WL,8/8/11,-89.68333939,1.401244249,0.164530451,0.630331237,7.962854219,0,0.417986497,0.221801723,0.188025711,0.855698741,1.281859506,2.485023464,2126.43145,3185.450951
WL,8/9/11,-186.1172293,3.58643878,2.056718034,1.337512531,8.044087537,0,0.209734102,0.093243284,0.07821742,0.853861834,1.344996469,2.536646754,2165.945849,3411.780927
WL,8/10/11,-132.2672472,1.586939826,1.194948768,0.852267136,7.323033136,0,0.170292489,0.115644311,0.0914557,0.868724229,1.314180907,2.507444833,2178.278081,3295.236126
WL,8/11/11,-113.8144511,0.688108024,0.358589716,0.316710319,7.394873098,0,0.265495574,0.151775898,0.122197657,0.893647291,1.312774403,2.507070504,2240.436764,3291.217984
WL,8/12/11,-166.8432517,1.257808401,0.615884577,0.584129715,7.741460017,0,0.129738028,0.079158449,0.0602507,0.842156926,1.317615704,2.492882981,2099.398668,3284.661764
WL,8/13/11,-172.3237429,2.720750326,0.985791741,0.931295832,7.904098657,0,0.311559148,0.134395407,0.106644749,0.878448928,1.278707795,2.504653766,2200.210416,3202.720294
WL,8/14/11,-145.8408658,0.448209801,0.15250396,0.253928283,7.822524334,0,0.153590956,0.10292815,0.08701525,0.717813199,0.812878257,2.50795488,1800.243115,2038.661992
WL,8/15/11,-36.06074198,0.097105263,0.014144394,0.058746324,8.064807925,0,0.321474624,0.22776983,0.194484334,0.709728557,0.801354131,2.469288193,1752.524345,1978.774295
WL,8/16/11,-179.5033133,0.881830433,0.143956966,0.502866866,8.161384664,0,0.106232004,0.076340928,0.060579169,0.747297833,0.825788984,2.405175874,1797.382718,1986.167742
WL,8/17/11,-116.0822536,1.647998493,0.877838699,1.013537384,8.192450262,0,0.155721107,0.120140295,0.095770211,0.826543846,1.131667943,2.405454549,1988.213653,2722.1758
WL,8/18/11,-141.9600854,1.09190559,0.11162647,0.645837892,8.157746436,0,0.136867834,0.098407348,0.080954282,0.857640144,1.121532876,2.483968624,2130.351209,2785.852475
WL,8/19/11,-71.90739452,2.394857891,1.418669256,0.886060832,8.388371646,0,0.502831228,0.242614311,0.186039872,0.842918269,1.169138646,2.500427452,2107.655981,2923.346366
WL,8/20/11,-39.00368196,1.716442436,0.748860365,0.947086449,8.019887431,0,0.34893086,0.236288374,0.192530598,0.869644007,1.208645493,2.518141759,2189.886888,3043.540689
WL,8/21/11,-41.96090698,2.022162305,1.964153591,1.183161547,8.412905077,0,0.318910968,0.233607972,0.186593921,0.924134687,1.220263745,2.525731478,2334.116067,3082.058552
WL,8/22/11,-106.6042351,2.667418646,0.538870286,1.214816546,7.943101025,0,0.405687431,0.229699906,0.184761325,0.875946407,1.226580712,2.528360621,2214.7084,3101.23837
WL,8/23/11,-185.7329415,0.586147472,9.68E-09,0.177529416,8.472811704,0,0.156360427,0.047460699,0.047357664,0.894968976,1.181667221,2.534295139,2268.115524,2994.693494
WL,8/24/11,-120.5160946,2.614084939,1.376191518,1.055351473,8.585916216,0,0.409610627,0.206363134,0.165366921,0.859439809,1.054831053,2.541364439,2184.149768,2680.710127
WL,8/25/11,-116.6559958,1.468116516,0.438134283,0.875240091,7.935012497,0,0.287327781,0.21384675,0.171294846,0.828335135,1.085754556,2.535458676,2100.209506,2752.885808
WL,8/26/11,-156.4306512,1.662144051,0.564661753,0.636552692,8.542769915,0,0.315390799,0.161458513,0.120785477,0.738096683,0.76394524,2.52782404,1865.77854,1931.119143
WL,8/27/11,-153.8953262,1.320462598,0.466215656,0.756815802,8.365530094,0,0.179599795,0.123479133,0.102936625,0.634235364,0.69952732,2.53358854,1606.891451,1772.314401
WL,8/28/11,-149.4522821,1.346466261,0.532811867,0.590460987,8.510514326,0,0.21738659,0.115492207,0.095329756,0.642576356,0.699527324,2.545198639,1635.484466,1780.435993
WL,8/29/11,-158.3304076,1.301336069,6.08E-07,0.726220534,8.358044381,0,0.129026239,0.075749851,0.072004078,0.576089012,0.513208395,2.542999795,1464.994238,1305.088843
WL,8/30/11,-196.2683169,1.057777807,2.69E-08,0.535758583,8.692895167,0,0.091986153,0.047336872,0.046590476,0.581053357,0.56525975,2.525540045,1467.473522,1427.586134
WL,8/31/11,-227.5517527,3.636204103,0.51912648,0.281278063,8.779550908,0,0.485311353,0.05047793,0.037541192,0.593378452,0.601777486,2.564156261,1521.515072,1543.051508
WL,9/1/11,-178.2832535,1.100019876,5.87E-10,0.505171142,8.531336352,0,0.124226317,0.061791732,0.057049469,0.594997415,0.814055564,2.556151548,1520.903565,2080.84939
WL,9/2/11,-192.972629,1.648625748,2.61E-08,0.483442327,8.638213242,0,0.103305705,0.036142098,0.030293322,0.581987383,0.807511125,2.505686925,1458.278177,2023.370068
WL,9/3/11,-182.2217985,3.535201984,0.752274475,0.824089953,8.81705087,0,0.454721014,0.140659131,0.105999889,0.554519369,0.788217742,2.520155939,1397.475281,1986.431624
WL,9/4/11,-169.0666415,2.676478542,0.78248468,0.787918109,8.572906393,0,0.426969383,0.161578573,0.125693856,0.560882247,0.774574554,2.606475323,1461.925737,2018.909461
WL,9/5/11,-166.2320275,2.513254765,1.283472631,0.76414813,8.634315141,0,0.321659323,0.125154459,0.097799624,0.586313803,0.875999963,2.708576435,1588.07575,2372.712857
WL,9/6/11,-152.0381486,0.66922678,0.271370613,0.368169072,8.255756817,0,0.141175979,0.097085634,0.077666691,0.600600666,0.875151822,3.451379592,2072.90088,3020.481137
WL,9/7/11,-122.8731604,0.752278708,0.166930033,0.381129992,8.417040117,0,0.272254239,0.160339196,0.137933262,0.623719194,0.841791776,2.943766546,1836.083697,2478.03847
WL,9/8/11,-58.36710952,1.29095287,0.483337331,0.629342213,8.710739042,0,0.500337997,0.298486479,0.243915816,0.667921015,0.863808923,2.732020025,1824.773588,2359.943276
WL,9/9/11,-68.44842591,0.571885005,2.73E-07,0.289959597,8.756735261,0,0.260097761,0.129302082,0.131875887,0.738934226,0.800912976,2.633318961,1945.849507,2109.059326
WL,9/10/11,31.68886057,0.002593885,0.008859855,0.001299785,8.942739863,0,0.559346342,0.34937779,0.280286121,0.736969778,0.818637484,2.540307267,1872.129684,2079.59075
WL,9/11/11,-153.7678596,0.954502084,0.099901014,0.450440802,9.00761622,0,0.15309357,0.085690109,0.072246663,0.778816508,0.953038538,2.438815042,1899.389414,2324.284723
WL,9/12/11,-177.7733089,1.872013052,1.80E-07,0.871740578,8.95955634,0,0.127230236,0.059984023,0.059247322,0.791219117,0.963211605,2.446047232,1935.359331,2356.06108
WL,9/13/11,-242.3261488,2.116683255,0.675227062,0.924161548,8.811731311,0,0.106911529,0.058251733,0.046678464,0.788603135,0.912749332,2.612222852,2060.00713,2384.304664
WL,9/14/11,-162.6963423,2.262407043,1.387898919,0.751841852,8.844222559,0,0.362477329,0.149863863,0.120458265,0.756256637,0.830313031,4.284557156,3240.224787,3557.523638
WL,9/15/11,-123.867629,2.079578614,1.24362659,0.878662401,8.554929655,0,0.388937194,0.201825851,0.164333527,0.733298257,0.798716594,5,3666.491283,3993.582972
WL,9/16/11,-199.4773857,1.552695614,0.92037981,0.759233651,8.469417266,0,0.12719732,0.076545084,0.062196663,0.736269169,0.779181053,5,3681.345843,3895.905266
WL,9/17/11,-221.9412241,2.556361333,0.61288523,0.745832621,8.588812308,0,0.184605372,0.065469582,0.053859643,0.691098615,0.764876626,5,3455.493076,3824.383129
WL,9/18/11,-253.4114706,3.140593529,0.439523295,0.50866056,8.850028538,0,0.214086545,0.042014847,0.034674141,NA,NA,5,NA,NA
WL,9/19/11,-199.0976028,1.051517186,0.272078993,0.452301355,8.9778725,0,0.138071652,0.074727279,0.05939037,NA,NA,4.675347222,NA,NA
WL,9/20/11,-239.8558224,2.651758371,0.351619966,0.581182568,9.193878511,0,0.277315743,0.073850622,0.060778945,NA,NA,5,NA,NA
WL,9/21/11,-231.6931049,3.022825221,0.676684757,0.491817862,9.332455093,0,0.295293696,0.062024863,0.048044694,NA,NA,5,NA,NA
WL,5/23/12,"Error in FUN(X[[i]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.654831026,NA,NA
WL,5/24/12,-339.531718,0.993411753,0.454850087,0.434948089,8.778621298,0,0.084115991,0.045702143,0.036828726,NA,NA,2.749857496,NA,NA
WL,5/25/12,-323.630158,1.084619296,0.379764481,0.698235723,8.576130769,0,0.073079593,0.061009969,0.0470458,NA,NA,2.858761436,NA,NA
WL,5/26/12,-251.6340329,1.956883079,0.5129055,0.687270927,8.759228809,0,0.269315033,0.113902646,0.09458531,NA,NA,2.958259407,NA,NA
WL,5/27/12,-258.9332254,0.861619263,0.052266204,0.385271258,8.732627779,0,0.099785662,0.06053291,0.044618951,NA,NA,3.00621051,NA,NA
WL,5/28/12,-277.3345401,1.320479958,0.424868493,0.721153536,8.730463021,0,0.089211711,0.063701225,0.048721179,0.585212926,0.472633163,3.112511873,1821.48218,1471.07633
WL,5/29/12,-325.3011976,1.290495068,0.422383696,0.519124942,8.647742532,0,0.118304387,0.062359604,0.047590076,0.592732051,0.472070176,3.316030238,1965.517403,1565.398977
WL,5/30/12,-260.7597337,1.793264588,0.875369834,0.589555659,8.498828488,0,0.309917451,0.131740909,0.101888806,0.558280553,0.482440977,3.434027778,1917.150928,1656.715716
WL,5/31/12,-272.7800688,0.944441861,0.341808322,0.648059608,8.369650778,0,0.095005688,0.085894668,0.065191254,0.531778338,0.467975151,3.5,1861.224183,1637.913029
WL,6/1/12,-248.0959207,0.706497899,0.361971637,0.48868705,8.629971666,0,0.079383442,0.071551047,0.054909802,0.531041783,0.45787322,3.5,1858.646242,1602.556269
