"datetime","NLL","iota","R","GPP","DO0","convergence","sd_iota","sd_R","sd_GPP","GPP.weighted","R.weighted","thermo.depth","GPP.weighted.areal","R.weighted.areal"
2011-06-13,"-185.4438303",0.326490515,0.578481717,0.231913695,8.299880561,0,0.118299804,0.109701521,0.084031061,0.297880137879509,0.623312316618432,2.09147136883146,623.007779718562,1303.63986404746
2011-06-14,"-279.4257768",0.274818065,0.34175053,0.190588809,8.168804908,0,0.100707829,0.110441437,0.069841789,0.291211215296983,0.609698014717938,2.01664979350317,587.271037194467,1229.54737548022
2011-06-15,"-311.9088443",0.384608139,0.330407449,0.150328365,8.02547679,0,0.106716447,0.081228196,0.041711309,0.342336789611247,0.704317822935405,2.22297036405166,761.004537830389,1565.67764725879
2011-06-16,"-141.7050771",2.536896581,1.032672641,0.456493399,8.117263919,0,1.313476057,0.312276002,0.236349071,0.33479410784195,0.709391284372301,2.38349297018191,797.979402499614,1690.8291394097
2011-06-17,"-216.6840912",0.011123891,0.306485667,0.006124629,7.865173531,0,0.070527502,0.061758051,0.038831267,0.296615748457276,0.774191700248712,2.35556200082897,698.696785913402,1823.65655046304
2011-06-18,"-258.4530612",0.347508961,0.424262982,0.067122321,7.891334178,0,0.251254295,0.062221794,0.048530465,0.300734900847576,0.796602476585228,2.30573628924252,693.415374326007,1836.75523836303
2011-06-19,"-266.3939521",4.370898353,1.040933883,0.456112349,7.910314434,0,0.659061337,0.089750879,0.068774424,0.306140818367424,0.835477678075508,2.39501261418006,733.211121705385,2000.97957785671
2011-06-20,"-259.1654732",0.272005001,0.694526937,0.065782143,7.680537371,0,0.238961869,0.076123879,0.057790937,0.328603746511252,0.885732419716474,2.4748405907557,813.241890140444,2192.0465448626
2011-06-21,"-261.1813473",3.273928147,1.213186609,0.348086769,7.738247994,0,0.662053219,0.094082813,0.07039005,0.590535705277838,1.1048682428548,2.48205877188983,1465.744327399,2742.34791396027
2011-06-22,"-99.53851175",0.378595576,0.863114663,0.06350783,7.712440676,0,1.046737924,0.26095175,0.175585925,0.584366121461511,1.16930756283277,NA,NA,NA
2011-06-23,"-257.0489892",2.044826609,0.924385659,0.242756419,7.760419763,0,0.676368804,0.10637182,0.08029672,0.610614038051452,1.25978240795492,2.53204851215753,1546.10436655068,3189.83017170449
2011-06-24,"-118.7565717",0.487593147,1.101741645,0.240284887,7.650759685,0,0.353289387,0.238908953,0.174100274,NA,NA,2.49761278571754,NA,NA
2011-06-25,"-101.2140501",2.120974345,2.389484546,1.274466972,7.719664995,0,0.277398748,0.218103983,0.16668544,NA,NA,2.44976404841106,NA,NA
2011-06-26,"-85.55266516",0.691107748,1.26281565,0.46424923,7.71167236,0,0.324616662,0.281312527,0.218060116,NA,NA,2.25852339388528,NA,NA
2011-06-27,"-114.8137284",8.31e-08,1.330858565,2.28e-08,7.475439713,0,0.278660488,0.109812143,0.07654494,NA,NA,2.12938980428706,NA,NA
2011-06-28,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23410676708308,NA,NA
2011-06-29,"-55.68649659",3.82e-07,0.482693483,2.73e-07,8.225702546,0,0.117812081,0.126137501,0.08430747,NA,NA,NA,NA,NA
2011-06-30,"-121.9661367",1.145660798,8.64e-08,0.618221639,8.498469593,0,0.162230542,0.098020751,0.087542868,NA,NA,1.98141930573309,NA,NA
2011-07-01,"-52.63003805",0.897167521,0.799229112,0.385192022,8.478795949,0,0.623917002,0.376830554,0.267873999,NA,NA,1.61986997068058,NA,NA
2011-07-02,"-74.3483374",1.120169212,1.171122939,0.79810345,7.998083655,0,0.339127049,0.312794886,0.241622841,NA,NA,1.79432971504296,NA,NA
2011-07-03,"-119.6068468",0.522865158,0.929532483,0.383417384,7.723035847,0,0.195317731,0.18520263,0.143226628,0.531980898996146,0.736051058293259,2.27267555756352,1209.01998623921,1672.80524930185
2011-07-04,"-166.5459617",0.216661247,0.426098066,0.151866444,7.396981825,0,0.112756418,0.109635929,0.079035437,0.506736318572503,0.734244414051126,2.31614469887428,1173.67463798877,1700.61630728257
2011-07-05,"-138.8286641",0.822764657,0.857606399,0.402642168,7.094255909,0,0.202127287,0.124980504,0.098916462,0.476237842225314,0.727067525129775,2.5932050161681,1234.98236134776,1885.43515325946
2011-07-06,"-159.8030912",1.006371875,0.391261624,0.665037092,7.08911097,0,0.177060452,0.1465131,0.117006219,0.46203992329126,0.701785360518589,1.94776811802351,899.946631840745,1366.91515091374
2011-07-07,"-156.445997",0.521510558,0.526954037,0.182516382,7.582974422,0,0.481291472,0.232847432,0.168440651,0.41360113676951,0.628490916601824,2.01799796494857,834.646252301288,1268.29339069115
2011-07-08,"-179.7712293",0.432839173,0.212929219,0.294804957,7.361256931,0,0.133399991,0.109091418,0.090858178,0.407790592326178,0.56886209263819,2.22073687120411,905.595604108908,1263.29302375196
2011-07-09,"-246.539382",1.471277388,0.699800693,0.487287071,7.451442554,0,0.222803005,0.093229917,0.073792355,NA,NA,2.66044498411994,NA,NA
2011-07-10,"-187.2385626",0.434753843,0.510150198,0.255905471,7.498330631,0,0.166946569,0.138849027,0.098268344,NA,NA,2.3290211064305,NA,NA
2011-07-11,"-168.2554087",0.497567637,0.33845909,0.338109648,7.279656179,0,0.155960718,0.135857018,0.105979207,NA,NA,2.15915712840384,NA,NA
2011-07-12,"-168.6217182",0.183384098,0.451624885,0.082859048,7.437396687,0,0.242389233,0.148821232,0.109519535,NA,NA,2.62565032775577,NA,NA
2011-07-13,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-14,"-83.99187769",0.16418962,0.204730894,0.034099562,7.298725623,0,0.835014065,0.251406728,0.173419084,NA,NA,2.4875019802999,NA,NA
2011-07-15,"-112.626329",2.74424177,1.104630181,0.896863948,7.816938459,0,0.795398091,0.343094323,0.259949353,NA,NA,2.49242633376737,NA,NA
2011-07-16,"-96.84360833",0.659833625,0.669224806,0.393570138,7.914229134,0,0.321971594,0.256062107,0.192045994,NA,NA,2.37864574803591,NA,NA
2011-07-17,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07430764334498,NA,NA
2011-07-18,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9194763295444,NA,NA
2011-07-19,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85812644730037,NA,NA
2011-07-20,"-145.9252541",1.126441778,0.120192765,0.723389958,7.372025798,0,0.107417674,0.086390549,0.068982586,NA,NA,NA,NA,NA
2011-07-21,"-136.5513387",0.868442726,0.5527882,0.600297766,7.523162285,0,0.097334498,0.085621196,0.067280985,NA,NA,1.96873600315716,NA,NA
2011-07-22,"27.94123819",0.573933044,0.682265183,0.374940892,7.509522707,0,0.499586017,0.443092266,0.326371218,NA,NA,1.98249814568122,NA,NA
2011-07-23,"-63.80495326",2.03547754,1.219954326,0.793945082,7.529654606,0,0.271581504,0.132107745,0.105931309,NA,NA,NA,NA,NA
2011-07-24,"-54.95961874",1.711184297,1.000794954,0.91155144,7.411645729,0,0.197507783,0.142863064,0.105212807,0.884493969604707,1.45246014744594,2.35397443830441,2082.07619528388,3419.05405974359
2011-07-25,"-102.6744442",2.002729071,1.267331657,1.188811632,7.662446388,0,0.207796146,0.148440093,0.123346926,NA,NA,2.38906950914722,NA,NA
2011-07-26,"-77.95433984",0.894123049,0.641416478,0.605341795,7.705861745,0,0.175587797,0.145125416,0.118876963,NA,NA,2.42412355855499,NA,NA
2011-07-27,"-77.64967707",7.089694754,2.639294121,1.199980071,8.066548515,0,0.997659247,0.22703496,0.168860756,NA,NA,2.4850627926336,NA,NA
2011-07-28,"28.64897816",2.911569412,2.739661676,1.409262275,7.325185816,0,1.017747356,0.638023012,0.49261163,NA,NA,2.49827257959277,NA,NA
2011-07-29,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46122878964756,NA,NA
2011-07-30,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45610238862629,NA,NA
2011-07-31,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45306258484663,NA,NA
2011-08-01,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4782640572649,NA,NA
2011-08-02,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52778849641626,NA,NA
2011-08-03,"Error in FUN(X[[nexti]], ...) : too many NAs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52701175325662,NA,NA
2011-08-04,"-199.2893674",1.492202483,0.408781873,0.898485166,8.180967714,0,0.080381179,0.062633786,0.048399126,NA,NA,2.4877580806434,NA,NA
2011-08-05,"-154.4811005",1.004616981,2.85e-08,0.592726112,8.238543381,0,0.09629859,0.066593487,0.056816369,NA,NA,2.47099981771303,NA,NA
2011-08-06,"-79.67281708",1.275711232,2.02e-09,0.494140544,8.122689655,0,0.270415877,0.105863856,0.104744275,NA,NA,2.4359268752765,NA,NA
