Zoop ID,Project ID,Date,Time,LakeID,Site,tow type,Depth Top (m),Depth Bot (m),Comments
Z399,20,7/15/13,9:00,BA,dark control ,vertical,0,4,
Z400,20,7/15/13,9:00,BA,light 3,vertical,0,4,
Z401,20,7/15/13,9:00,BA,light 12,vertical,0,4,
Z402,20,7/15/13,9:00,BA,light 18,vertical,0,4,
Z403,16,7/28/13,23:00,WL,Deephole,schindler,0,0.5,
Z404,16,7/28/13,23:00,WL,Deephole,schindler,1.5,2,
Z405,16,7/28/13,23:00,WL,Deephole,schindler,3,3.5,
Z406,16,7/28/13,23:00,WL,Deephole,schindler,4.5,5,
Z407,16,7/28/13,23:00,WL,Deephole,schindler,6,6.5,
Z408,16,7/28/13,23:00,WL,Deephole,schindler,7.5,8,
Z409,16,7/28/13,23:00,WL,Deephole,schindler,9,9.5,
Z410,16,7/28/13,23:00,WL,Deephole,schindler,10.5,11,
Z411,16,7/29/13,0:00,HB,Deephole,schindler,0,0.5,
Z412,16,7/29/13,0:00,HB,Deephole,schindler,1,1.5,
Z413,16,7/29/13,0:00,HB,Deephole,schindler,2,2.5,
Z414,16,7/29/13,0:00,HB,Deephole,schindler,3,3.5,
Z415,16,7/29/13,0:00,HB,Deephole,schindler,4,4.5,
Z416,16,7/29/13,11:00,RE,Deephole,vertical,0,10.5,
Z417,16,7/29/13,11:00,RE,Deephole,schindler,0,0.5,
Z418,16,7/29/13,11:00,RE,Deephole,schindler,1.5,2,
Z419,16,7/29/13,11:00,RE,Deephole,schindler,3,3.5,
Z420,16,7/29/13,11:00,RE,Deephole,schindler,4.5,5,
Z421,16,7/29/13,11:00,RE,Deephole,schindler,6,6.5,
Z422,16,7/29/13,11:00,RE,Deephole,schindler,7.5,8,
Z423,16,7/29/13,11:00,RE,Deephole,schindler,9,9.5,
Z424,16,7/29/13,11:00,RE,Deephole,schindler,10.5,11,
Z425,16,7/29/13,23:30,RE,Deephole,schindler,0,0.5,
Z426,16,7/29/13,23:30,RE,Deephole,schindler,1.5,2,
Z427,16,7/29/13,23:30,RE,Deephole,schindler,3,3.5,
Z428,16,7/29/13,23:30,RE,Deephole,schindler,4.5,5,
Z429,16,7/29/13,23:30,RE,Deephole,schindler,6,6.5,
Z430,16,7/29/13,23:30,RE,Deephole,schindler,7.5,8,
Z431,16,7/29/13,23:30,RE,Deephole,schindler,9,9.5,
Z432,16,7/29/13,23:30,RE,Deephole,schindler,10.5,11,
Z433,16,7/29/13,23:30,RE,Deephole,schindler,12,12.5,
Z434,20,7/22/13,9:00,BA,light control,vertical,0,4,
Z435,20,7/22/13,9:00,BA,dark control,vertical,0,4,
Z436,20,7/22/13,9:00,BA,light 3,vertical,0,4,
Z437,20,7/22/13,9:00,BA,dark 3,vertical,0,4,
Z438,20,7/22/13,9:00,BA,light 6,vertical,0,4,
Z439,20,7/22/13,9:00,BA,dark 6,vertical,0,4,
Z440,20,7/22/13,9:00,BA,light 12,vertical,0,4,
Z441,20,7/22/13,9:00,BA,dark 12,vertical,0,4,
Z442,20,7/22/13,9:00,BA,light 18,vertical,0,4,
Z443,20,7/22/13,9:00,BA,dark 18,vertical,0,4,
Z444,16,7/30/13,13:30,TU,Deephole,vertical,0,10,
Z445,16,7/30/13,13:30,TU,Deephole,schindler,0,0.5,
Z446,16,7/30/13,13:30,TU,Deephole,schindler,1.5,2,
Z447,16,7/30/13,13:30,TU,Deephole,schindler,3,3.5,
Z448,16,7/30/13,13:30,TU,Deephole,schindler,4.5,5,
Z449,16,7/30/13,13:30,TU,Deephole,schindler,6,6.5,
Z450,16,7/30/13,13:30,TU,Deephole,schindler,7.5,8,
Z451,16,7/30/13,13:30,TU,Deephole,schindler,9,9.5,
Z452,16,7/30/13,13:30,TU,Deephole,schindler,10.5,11,
Z453,16,7/30/13,23:30,TU,Deephole,schindler,0,0.5,
Z454,16,7/30/13,23:30,TU,Deephole,schindler,1.5,2,
Z455,16,7/30/13,23:30,TU,Deephole,schindler,3,3.5,
Z456,16,7/30/13,23:30,TU,Deephole,schindler,4.5,5,
Z457,16,7/30/13,23:30,TU,Deephole,schindler,6,6.5,
Z458,16,7/30/13,23:30,TU,Deephole,schindler,7.5,8,
Z459,16,7/30/13,23:30,TU,Deephole,schindler,9,9.5,
Z460,16,7/30/13,23:30,TU,Deephole,schindler,10.5,11,
Z461,16,7/31/13,0:30,RB,Deephole,schindler,0,0.5,
Z462,16,7/31/13,0:30,RB,Deephole,schindler,1,1.5,
Z463,16,7/31/13,0:30,RB,Deephole,schindler,2,2.5,
Z464,16,7/31/13,0:30,RB,Deephole,schindler,3,3.5,
Z465,16,7/31/13,0:30,RB,Deephole,schindler,4,4.5,
Z466,16,7/31/13,0:30,RB,Deephole,schindler,5,5.5,
Z467,16,7/31/13,11:30,CB,Deephole,vertical,0,4,
Z468,16,7/31/13,11:30,CB,Deephole,schindler,0,0.5,
Z469,16,7/31/13,11:30,CB,Deephole,schindler,1,1.5,
Z470,16,7/31/13,11:30,CB,Deephole,schindler,2,2.5,
Z471,16,7/31/13,11:30,CB,Deephole,schindler,3,3.5,
Z472,16,7/31/13,11:30,CB,Deephole,schindler,4,4.5,
Z473,3,7/31/13,8:30,WL,Deephole,vertical,0,10,
Z474,3,7/31/13,8:30,EL,Deephole,vertical,0,10,
Z475,20,7/29/13,9:00,BA,light control ,vertical,0,4,
Z476,20,7/29/13,9:00,BA,dark control ,vertical,0,4,
Z477,20,7/29/13,9:00,BA,light 3,vertical,0,4,
Z478,20,7/29/13,9:00,BA,dark 3,vertical,0,4,
Z479,20,7/29/13,9:00,BA,light 6,vertical,0,4,
Z480,20,7/29/13,9:00,BA,dark 6,vertical,0,4,
Z481,20,7/29/13,9:00,BA,light 12,vertical,0,4,
Z482,20,7/29/13,9:00,BA,dark 12,vertical,0,4,
Z483,20,7/29/13,9:00,BA,light 18,vertical,0,4,
Z484,20,7/29/13,9:00,BA,dark 18,vertical,0,4,
Z485,16,7/31/13,23:30,CB,Deephole,schindler,0,0.5,
Z486,16,7/31/13,23:30,CB,Deephole,schindler,1,1.5,
Z487,16,7/31/13,23:30,CB,Deephole,schindler,2,2.5,
Z488,16,7/31/13,23:30,CB,Deephole,schindler,3,3.5,
Z489,16,7/31/13,23:30,CB,Deephole,schindler,4,4.5,
Z490,16,8/1/13,11:15,RS,Deephole,vertical,0,3,
Z491,17,8/1/13,14:30,CB,Deephole,vertical,0,4,
Z492,17,8/1/13,15:30,NG,Deephole,vertical,0,6,
Z493,16,8/1/13,23:30,DW,Deephole,schindler,0,0.5,
Z494,16,8/1/13,23:30,DW,Deephole,schindler,1,1.5,
Z495,16,8/1/13,23:30,DW,Deephole,schindler,2,2.5,
Z496,16,8/1/13,23:30,DW,Deephole,schindler,3,3.5,
Z497,16,8/1/13,23:30,DW,Deephole,schindler,4,4.5,
Z498,16,8/1/13,23:30,DW,Deephole,schindler,5,5.5,
Z499,16,8/2/13,10:30,DW,Deephole,vertical,0,4.5,
Z500,16,8/2/13,10:30,DW,Deephole,schindler,0,0.5,
Z501,16,8/2/13,10:30,DW,Deephole,schindler,1,1.5,
Z502,16,8/2/13,10:30,DW,Deephole,schindler,2,2.5,
Z503,16,8/2/13,10:30,DW,Deephole,schindler,3,3.5,
Z504,16,8/2/13,10:30,DW,Deephole,schindler,4,4.5,
Z505,16,8/2/13,10:30,DW,Deephole,schindler,5,5.5,
Z506,17,8/3/13,10:00,WA,Deephole,vertical,0,5,
Z507,17,8/3/13,11:00,BA,Deephole,vertical,0,10,
Z508,17,8/5/13,12:00,BR,Deephole,vertical,0,3,
Z509,17,8/5/13,15:00,PA,Deephole,vertical,0,8,
Z510,17,8/5/13,15:30,PE,Deephole,vertical,0,8,
Z511,17,8/5/13,16:00,TU,Deephole,vertical,0,8,
Z512,3,8/6/13,13:30,WL,Deephole,vertical,0,10,
Z513,3,8/6/13,15:00,EL,Deephole,vertical,0,10,
Z514,16,8/12/13,12:45,BA,Deephole,vertical,0,4,
Z515,16,8/12/13,10:15,HB,Deephole,vertical,0,4,
Z516,16,8/12/13,15:25,RB,Deephole,vertical,0,4,
Z517,16,8/13/13,13:40,RS,Deephole,vertical,0,3.5,
Z518,16,8/14/13,14:10,DW,Deephole,vertical,0,4.5,
Z519,16,8/14/13,15:40,BR,Deephole,vertical,0,3,
Z520,20,8/12/13,9:15,BA,light control ,vertical,0,4,
Z521,20,8/12/13,9:15,BA,dark control ,vertical,0,4,
Z522,20,8/12/13,9:15,BA,light 3,vertical,0,4,
Z523,20,8/12/13,9:15,BA,dark 3,vertical,0,4,
Z524,20,8/12/13,9:15,BA,light 6,vertical,0,4,
Z525,20,8/12/13,9:15,BA,dark 6,vertical,0,4,
Z526,20,8/12/13,9:15,BA,light 12,vertical,0,4,
Z527,20,8/12/13,9:15,BA,dark 12,vertical,0,4,
Z528,20,8/12/13,9:15,BA,light 18,vertical,0,4,
Z529,20,8/12/13,9:15,BA,dark 18,vertical,0,4,
Z530,16,8/15/13,12:00,CB,Deephole,vertical,0,4.5,
Z531,16,8/15/13,15:05,TU,Deephole,vertical,0,10.5,
Z532,3,8/16/13,9:30,WL,Deephole,vertical,0,10,
Z533,3,8/16/13,10:10,EL,Deephole,vertical,0,10,
